ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat,Great_GK,GK_already_saved_one
348,129,Dybala,L,no,central,Ingame,League,190,no,Saved,4,1,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,43,Missed,Left,Pink,Blue,0,0,2,0,1,0,1,1,0,9,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,no,no
349,129,Dybala,L,rechts geneigt,central,Ingame,League,188,no,Goal,6,3,null,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,33,Saved,Left,Pink,Green,0,3,2,0,1,0,2,3,0,7,0,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,no,yes
350,129,Dybala,L,step right,central,Ingame,League,196,no,Goal,9,6,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,72,Goal,Right,Pink,Green,0,3,2,0,1,0,2,6,0,15,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,no,no
351,129,Dybala,L,no,central,Ingame,League,188,no,Goal,9,6,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,83,Goal,Right,White-Black,Green,0,0,2,0,1,0,2,6,0,7,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,no,no
352,129,Dybala,L,step forward,central,Ingame,League,193,no,Goal,3,3,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,53,Goal,Right,White-Black,Red,0,2,2,0,1,0,2,3,0,12,0,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
353,129,Dybala,L,no,central,Ingame,League,190,no,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,26,Goal,Right,Pink,Green,0,0,2,0,1,0,2,4,0,9,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,no,no
354,129,Dybala,L,no,slightly right,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,League,52,Goal,Right,White-Black,Red,0,0,3,0,1,0,2,4,0,7,0,2,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
355,129,Dybala,L,no,central,Ingame,League,194,no,Goal,4,4,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,no,2,important,no,Left,Club,League,90,Goal,Right,Pink,Red,0,0,2,0,1,0,2,4,0,13,0,2,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,no,no
356,129,Dybala,L,no,central,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,2,important,no,Right,Club,League,15,Goal,Left,White-Black,Blue,0,0,2,0,1,0,2,4,0,7,0,2,0,2,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,no,no
357,129,Dybala,L,jumping on spot,central,Ingame,League,190,no,Goal,7,4,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,51,Goal,Right,White-Black,Red,0,2,2,0,1,0,2,4,0,9,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
358,129,Dybala,L,no,central,Shootout,Cup,196,no,Goal,9,6,Final,Goal,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3,1,1,1,1,1,1,normal,yes,4,important,yes,Left,Club,Cup,null,Goal,Left,White-Black,Gold,0,0,2,1,0,0,2,6,0,15,0,2,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
359,129,Dybala,L,links geneigt,central,Ingame,League,193,no,Saved,6,3,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,40,Goal,Left,White-Black,Red,0,1,2,0,1,0,1,3,0,12,0,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
360,129,Dybala,L,no,central,Ingame,Cup,188,no,Goal,9,6,Semi-Final,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,4,normal,yes,Left,Club,Cup,47,Saved,Right,White-Black,Red,0,0,2,0,0,0,2,6,0,7,0,2,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,no,no
361,129,Dybala,L,no,central,Ingame,Cup,188,no,Goal,7,4,Semi-Final,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,4,normal,yes,Right,Club,Cup,69,Goal,Left,White-Black,Red,0,0,2,0,0,0,2,4,0,7,0,2,0,2,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
362,129,Dybala,L,no,central,Ingame,League,196,yes,Goal,7,4,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,1,1,1,1,1,1,1,normal,no,3,normal,yes,Right,Club,League,90,Goal,Right,White-Black,Gold,0,0,2,0,1,1,2,4,0,15,0,2,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,yes
363,129,Dybala,L,links geneigt,central,Ingame,UCL,182,no,Goal,1,1,last sixteen,null,ST,moving,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,6,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,UCL,42,Goal,Right,White-Black,Orange,0,1,2,0,0,0,2,1,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,yes,no
364,129,Dybala,L,no,central,Ingame,Cup,193,no,Goal,9,6,Final,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,Cup,90,Goal,Left,White-Black,Green,0,0,2,0,0,0,2,6,0,12,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
365,129,Dybala,L,no,central,Ingame,League,188,no,Goal,4,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,45,Goal,Left,Yellow,Black,0,0,2,0,1,0,2,4,0,7,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
366,129,Dybala,L,no,central,Ingame,League,194,no,Goal,3,3,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,84,Goal,Right,Yellow,Green,0,0,2,0,1,0,2,3,0,13,0,2,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,no,no
367,129,Dybala,L,links geneigt,central,Ingame,League,193,yes,Saved,9,6,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,90,Goal,Right,White-Black,Red,0,1,2,0,1,1,1,6,0,12,0,1,0,2,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
368,129,Dybala,L,no,central,Ingame,League,187,no,Saved,4,4,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,45,Saved,Right,White-Black,Blue,0,0,2,0,1,0,1,4,0,6,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,no,no
369,129,Dybala,L,no,central,Ingame,League,187,no,Goal,9,6,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,74,Saved,Left,White-Black,Blue,0,0,2,0,1,0,2,6,0,6,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,no,no
370,129,Dybala,L,no,central,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,normal,no,2,normal,yes,Right,Club,League,60,Goal,Left,White-Black,Yellow,0,0,2,0,1,0,2,4,0,7,0,2,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,no,no
371,129,Dybala,L,no,central,Ingame,League,193,no,Goal,8,5,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,50,Goal,Right,White,Green,0,0,2,0,1,0,2,5,0,12,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
372,129,Dybala,L,no,central,Ingame,Cup,190,no,Goal,9,6,last sixteen,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,Cup,26,Goal,Right,White-Black,Black,0,0,2,0,0,0,2,6,0,9,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
373,129,Dybala,L,no,central,Shootout,Cup,190,no,Goal,9,6,Final,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,yes,5,normal,yes,Right,Club,Cup,null,Goal,Right,White-Black,Red,0,0,2,1,0,0,2,6,0,9,0,2,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
374,130,Dzagoev,R,jumping on spot,central,Shootout,WM,191,no,null,null,null,Quarter-Final,Goal,MF,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,null,null,null,Red,Green,1,2,2,1,0,0,0,0,0,10,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,yes,no
375,131,Dzyuba,R,no,central,Ingame,WM,192,no,null,null,null,last sixteen,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,strong,no,4,normal,yes,null,National Team,WM,41,null,null,White,Green,1,0,2,0,0,0,0,0,0,11,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
376,131,Dzyuba,R,jumping on spot,central,Ingame,EM,189,no,Goal,6,6,Group,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,2,1,1,1,1,1,1,normal,no,4,normal,no,Left,National Team,EM,70,null,null,Red,Blue,1,2,2,0,0,0,2,6,1,8,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,yes,no
377,132,Ebert,R,no,central,Ingame,Cup,187,yes,null,null,null,2,null,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,90,null,null,Yellow,Green,1,0,2,0,0,1,0,0,0,6,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
378,132,Ebert,R,no,central,Shootout,Cup,187,no,Goal,9,6,2,null,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,Cup,null,null,null,Yellow,Green,1,0,2,1,0,0,2,6,0,6,0,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
379,133,Eden Hazard,R,no,slightly right,Ingame,WM,192,no,null,null,null,Group,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,WM,6,null,null,Yellow,Black,1,0,3,0,0,0,0,0,1,11,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
380,133,Eden Hazard,R,no,central,Shootout,Cup,188,yes,null,null,null,Final,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,2,1,1,1,1,1,1,normal,no,4,normal,yes,null,Club,Cup,null,null,null,Blue,Red,1,0,2,1,0,1,0,0,0,7,0,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
381,133,Eden Hazard,R,no,central,Shootout,EL,189,yes,null,null,null,Semi-Final,Saved,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,normal,no,5,normal,no,null,Club,EL,null,null,null,Blue,Yellow,1,0,2,1,0,1,0,0,0,8,0,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no
382,134,Eggestein,L,no,central,Shootout,Cup,193,no,null,null,null,last sixteen,Saved,MF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,no,3,normal,yes,null,Club,Cup,null,null,null,White,Blue,0,0,2,1,0,0,0,0,0,12,0,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,no,no
383,135,Ehlers,R,no,central,Shootout,Cup,187,no,null,null,null,2,Goal,DF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,Cup,null,null,null,Yellow,Green,1,0,2,1,0,0,0,0,0,6,1,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
384,136,Embolo,R,no,central,Ingame,League,194,no,null,null,null,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,no,3,important,no,null,Club,League,49,null,null,White,Blue,1,0,2,0,1,0,0,0,0,13,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,no,no
385,137,Endo,R,no,central,Shootout,WM,182,no,null,null,null,last sixteen,Goal,MF,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,3,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,null,null,null,Blue,Green,1,0,2,1,0,0,0,0,0,1,0,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
386,138,Eriksen,R,links geneigt,central,Shootout,WM,191,no,null,null,null,last sixteen,null,MF,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,normal,yes,4,normal,no,null,National Team,WM,null,null,null,White,Green,1,1,2,1,0,0,0,0,0,10,0,1,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,yes,no
387,139,Ernst,L,jumping on spot,central,Shootout,Cup,187,yes,null,null,null,2,Saved,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3,1,1,1,1,1,1,normal,no,3,important,no,null,Club,Cup,null,null,null,White,Orange,0,2,2,1,0,1,0,0,0,6,0,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,no,no
388,140,Eto’o,R,links geneigt,central,Ingame,WM,197,no,null,null,null,Group,null,ST,moving,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,1,1,1,1,1,1,1,normal,no,2,normal,yes,null,National Team,WM,65,null,null,Green,Black,1,1,2,0,0,0,0,0,1,16,0,1,0,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,no,no
389,141,Fàbregas,R,no,central,Shootout,EM,192,yes,null,null,null,Quarter-Final,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,Red,Green,1,0,2,1,0,1,0,0,0,11,0,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,yes,no
390,141,Fàbregas,R,jumping on spot,central,Shootout,EM,190,yes,null,null,null,Semi-Final,Missed,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,5,normal,yes,null,National Team,EM,null,null,null,Red,Black,1,2,2,1,0,1,0,0,0,9,0,1,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,no,no
391,142,Falcao,R,no,central,Shootout,WM,185,no,null,null,null,last sixteen,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,2,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,WM,null,null,null,Yellow,Green,1,0,2,1,0,0,0,0,0,4,0,2,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
392,143,Feghouli,R,no,central,Ingame,WM,199,no,null,null,null,Group,null,MF,still,0.070700075,0.113257576,0.03610595,0.184324811,0.264883758,0.201626843,5,1,1,1,1,1,1,normal,no,3,important,no,null,National Team,WM,25,null,null,White,Blue,1,0,2,0,0,0,0,0,1,16,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,yes,no
393,144,Fekir,L,no,central,Ingame,League,185,no,null,null,null,null,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,yes,3,important,no,null,Club,League,76,null,null,White,Pink,0,0,2,0,1,0,0,0,0,4,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no,no
394,144,Fekir,L,no,central,Ingame,League,183,no,Saved,6,6,null,null,MF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,36,null,null,White,Yellow,0,0,2,0,1,0,1,6,0,2,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,no,no
395,144,Fekir,L,no,central,Shootout,Cup,189,no,Goal,9,6,last sixteen,null,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3,1,1,1,1,1,1,normal,no,2,normal,no,Right,Club,Cup,null,Saved,Right,White,Blue,0,0,2,1,0,0,2,6,0,8,0,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,no,no
396,144,Fekir,L,no,central,Shootout,EL,184,no,Missed,3,3,Quarter-Final,Goal,MF,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,3,1,1,1,1,1,1,normal,no,4,normal,no,Center,Club,EL,null,Goal,Right,Red,Green,0,0,2,1,0,0,1,3,0,3,0,2,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,no,no
397,144,Fekir,L,no,central,Ingame,League,188,no,Goal,3,3,null,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1,1,1,1,1,1,1,normal,no,2,important,no,Left,Club,League,65,Missed,Center,White,Blue,0,0,2,0,1,0,2,3,0,7,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,no,no
398,144,Fekir,L,jumping on spot,central,Ingame,League,196,no,Goal,4,1,null,null,MF,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,59,Goal,Left,White,Red,0,2,2,0,1,0,2,1,0,15,0,1,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
399,144,Fekir,L,step left,central,Ingame,EL,185,no,Goal,6,6,Group,null,MF,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,EL,6,Goal,Left,White,Black,0,1,2,0,0,0,2,6,1,4,0,1,0,2,0,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
400,144,Fekir,L,no,central,Ingame,League,191,no,Goal,9,6,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,yes,3,important,no,Right,Club,League,56,Goal,Right,Black,Orange,0,0,2,0,1,0,2,6,0,10,0,2,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,no,no
401,144,Fekir,L,no,central,Ingame,League,196,no,Saved,6,6,null,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,24,Goal,Right,White,Red,0,0,2,0,1,0,1,6,0,15,0,2,0,2,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,no,no
402,144,Fekir,L,no,central,Ingame,Cup,186,no,Goal,7,4,last sixteen,null,MF,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,Cup,27,Saved,Right,White,Yellow,0,0,2,0,0,0,2,4,0,5,0,2,0,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,no,no
403,144,Fekir,L,no,central,Ingame,League,184,no,Goal,7,4,null,null,MF,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,50,Goal,Right,White,Red,0,0,2,0,1,0,2,4,0,3,0,2,0,2,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,no,no
404,144,Fekir,L,jumping on spot,central,Ingame,League,196,no,Goal,6,6,null,null,MF,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,74,Goal,Right,White,Yellow,0,2,2,0,1,0,2,6,0,15,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,no,no
405,144,Fekir,L,no,central,Ingame,League,198,no,Goal,6,6,null,null,MF,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,81,Goal,Left,White,Green,0,0,2,0,1,0,2,6,0,16,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
406,144,Fekir,L,no,central,Ingame,Cup,196,no,Saved,6,6,Quarter-Final,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,1,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,Cup,45,Goal,Left,White,Orange,0,0,2,0,0,0,1,6,0,15,0,2,0,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,no,no
407,144,Fekir,L,rechts geneigt,central,Ingame,League,188,no,Missed,1,1,null,null,MF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3,1,1,1,1,1,1,normal,no,3,important,yes,Right,Club,League,65,Saved,Right,White,Black,0,3,2,0,1,0,1,1,0,7,0,1,0,2,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,no,no
408,144,Fekir,L,no,central,Ingame,League,195,no,Goal,6,3,null,null,MF,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,49,Missed,Right,White,Green,0,0,2,0,1,0,2,3,0,14,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,no,no
409,144,Fekir,L,no,central,Ingame,League,185,no,Goal,7,4,null,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,35,Goal,Left,White,Yellow,0,0,2,0,1,0,2,4,0,4,0,2,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,no,no
