ID,playerid,name,Playerfit,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,Great GK?,Status,Great_GK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat
2092,419,Suarez,3,R,jumping on spot,central,Ingame,WM-Quali,185,no,Saved,9,6,Group,null,ST,moving,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,National Team,WM-Quali,43,Missed,Left,Blue,Green,no,Goal,no,1,2,2,0,0,0,1,6,1,4,0,1,0,2,0,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
2093,419,Suarez,3,R,no,central,Ingame,WM-Quali,192,no,Goal,7,4,Group,null,ST,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,4,1,1,1,1,1,1,strong,yes,2,normal,yes,Right,National Team,WM-Quali,34,Saved,Right,Blue,White,no,Goal,no,1,0,2,0,0,0,2,4,1,11,0,2,0,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2094,419,Suarez,3,R,no,central,Ingame,League,195,no,Goal,7,4,null,null,ST,still,0.06811387,0.1117424,0.03478519,0.1775822,0.2551943,0.1942513,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,70,Goal,Right,Red-Blue,Blue,no,Goal,no,1,0,2,0,1,0,2,4,0,14,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2095,419,Suarez,3,R,no,central,Ingame,WMCUP,193,no,Goal,7,4,null,null,ST,still,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,4,1,1,1,1,1,1,strong,no,4,normal,no,Right,Club,WMCUP,67,Goal,Left,Blue,Green,no,Goal,no,1,0,2,0,0,0,2,4,0,12,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2096,419,Suarez,3,R,step right,central,Ingame,League,187,no,Goal,4,4,null,null,ST,moving,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,4,1,1,1,1,1,1,normal,yes,3,unimportant,no,Left,Club,League,62,Goal,Right,Red-Blue,Black,no,Saved,no,1,3,2,0,1,0,2,4,0,6,0,1,0,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
2097,419,Suarez,3,R,no,central,Ingame,League,187,no,Saved,7,4,null,null,ST,still,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,5,1,1,1,1,1,1,strong,yes,3,normal,no,Left,Club,League,69,Goal,Left,Red-Black,Black,no,Saved,no,1,0,2,0,1,0,1,4,0,6,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2098,419,Suarez,3,R,no,central,Ingame,League,187,no,Saved,5,5,null,null,ST,still,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,3,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,74,Saved,Left,Red-Blue,Black,no,Goal,no,1,0,2,0,1,0,1,5,0,6,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
2099,419,Suarez,3,R,no,central,Ingame,League,187,no,Goal,3,3,null,null,ST,still,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,2,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,77,Saved,Left,Red-Blue,Black,no,Goal,no,1,0,2,0,1,0,2,3,0,6,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
2100,419,Suarez,3,R,no,central,Ingame,WM-Quali,181,no,Goal,2,2,Group,null,ST,still,0.05906214,0.1064394,0.03016255,0.1539831,0.2212813,0.1684371,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,National Team,WM-Quali,45,Goal,Left,Blue,Green,no,Goal,no,1,0,2,0,0,0,2,2,1,1,0,2,0,2,0,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2101,419,Suarez,3,R,no,central,Ingame,WM-Quali,184,no,Goal,9,6,Group,null,ST,still,0.0610018,0.1075758,0.03115312,0.1590401,0.2285484,0.1739687,6,1,1,1,1,1,1,normal,yes,3,normal,yes,Left,National Team,WM-Quali,89,Goal,Right,Blue,Yellow,yes,Saved,yes,1,0,2,0,0,0,2,6,1,3,0,2,0,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2102,419,Suarez,3,R,no,central,Ingame,Friendly,196,no,Saved,6,6,null,null,ST,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,2,1,1,1,1,1,1,normal,no,1,normal,no,Right,National Team,Friendly,10,Goal,Left,Blue,Yellow,no,Goal,no,1,0,2,0,0,0,1,6,0,15,0,2,0,2,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2103,419,Suarez,3,R,no,central,Ingame,League,189,no,Goal,2,2,null,null,ST,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,2,1,1,1,1,1,1,normal,no,2,normal,no,Right,Club,League,71,Saved,Right,Blue,Black,no,Goal,no,1,0,2,0,1,0,2,2,0,8,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
2104,419,Suarez,3,R,no,central,Ingame,Friendly,191,no,Goal,2,2,null,null,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,normal,no,1,normal,no,Right,National Team,Friendly,54,Goal,Right,Blue,Purple,no,Goal,no,1,0,2,0,0,0,2,2,0,10,0,2,0,2,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2105,419,Suarez,3,R,no,central,Ingame,League,191,no,Goal,7,4,null,null,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,90,Goal,Right,Red-Blue,Yellow,no,Goal,no,1,0,2,0,1,0,2,4,0,10,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2106,419,Suarez,3,R,no,central,Ingame,Friendly,183,no,Goal,9,6,null,null,ST,still,0.06035525,0.107197,0.03082293,0.1573544,0.226126,0.1721248,5,1,1,1,1,1,1,weak,no,1,normal,no,Left,National Team,Friendly,41,Goal,Right,Blue,Red-Black,no,Goal,no,1,0,2,0,0,0,2,6,0,2,0,2,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2107,419,Suarez,3,R,step left,central,Ingame,League,188,no,Goal,5,5,null,null,ST,moving,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,63,Goal,Left,Red-Blue,Orange,no,Goal,no,1,1,2,0,1,0,2,5,0,7,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2108,419,Suarez,3,R,no,central,Ingame,League,199,no,Goal,7,4,null,null,ST,still,0.07070008,0.1132576,0.03610595,0.1843248,0.2648838,0.2016268,4,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,League,30,Goal,Right,Red-Blue,Blue,yes,Goal,yes,1,0,2,0,1,0,2,4,0,16,0,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2109,419,Suarez,3,R,no,central,Ingame,Cup,185,no,Goal,7,4,Semi-Final,null,ST,still,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,2,1,1,1,1,1,1,weak,no,4,normal,yes,Left,Club,Cup,73,Goal,Right,Red-Blue,Blue,yes,Goal,yes,1,0,2,0,0,0,2,4,0,4,0,2,0,3,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2110,419,Suarez,3,R,no,central,Ingame,League,185,no,Goal,2,2,null,null,ST,still,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,60,Goal,Left,Pink,Yellow,no,Goal,no,1,0,2,0,1,0,2,2,0,4,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
2111,419,Suarez,3,R,no,central,Ingame,Copa America,185,no,Goal,6,6,Group,null,ST,still,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,6,1,1,1,1,1,1,normal,no,3,important,no,Right,National Team,Copa America,32,Goal,Left,Blue,Orange,no,Goal,no,1,0,2,0,0,0,2,6,1,4,0,2,0,2,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2112,419,Suarez,3,R,no,central,Ingame,League,185,no,Goal,9,6,null,null,ST,still,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,75,Goal,Right,Red-Blue,Yellow,no,Goal,no,1,0,2,0,1,0,2,6,0,4,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2113,419,Suarez,3,R,no,central,Ingame,UCL,183,no,Goal,4,4,last sixteen,null,ST,still,0.06035525,0.107197,0.03082293,0.1573544,0.226126,0.1721248,3,1,1,1,1,1,1,normal,no,4,important,no,Left,Club,UCL,45,Goal,Left,Red-Blue,Yellow,no,Goal,no,1,0,2,0,0,0,2,4,0,2,0,2,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2114,419,Suarez,3,R,no,central,Ingame,WM-Quali,188,no,Goal,3,3,Group,null,ST,still,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,6,1,1,1,1,1,1,normal,no,3,important,yes,Left,National Team,WM-Quali,39,Goal,Left,Blue,Orange,no,Goal,no,1,0,2,0,0,0,2,3,1,7,0,2,0,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2115,419,Suarez,3,R,jumping on spot,central,Ingame,WM-Quali,195,no,Goal,9,6,Group,null,ST,moving,0.06811387,0.1117424,0.03478519,0.1775822,0.2551943,0.1942513,4,1,1,1,1,1,1,normal,yes,3,normal,no,Left,National Team,WM-Quali,84,Goal,Left,White,Red,no,Goal,no,1,2,2,0,0,0,2,6,1,14,0,1,0,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2116,419,Suarez,3,R,no,central,Ingame,WM-Quali,195,no,Goal,7,4,Group,null,ST,still,0.06811387,0.1117424,0.03478519,0.1775822,0.2551943,0.1942513,1,1,1,1,1,1,1,normal,no,3,normal,no,Left,National Team,WM-Quali,90,Goal,Left,White,Red,no,Goal,no,1,0,2,0,0,0,2,4,1,14,0,2,0,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2117,419,Suarez,3,R,no,central,Ingame,WM-Quali,183,no,Goal,1,1,Group,null,ST,still,0.06035525,0.107197,0.03082293,0.1573544,0.226126,0.1721248,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,National Team,WM-Quali,54,Goal,Left,White,Red,no,Goal,no,1,0,2,0,0,0,2,1,1,2,0,2,0,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2118,419,Suarez,3,R,jumping left and right,slightly right,Ingame,League,194,no,Goal,9,6,null,null,ST,moving,0.06746732,0.1113636,0.03445501,0.1758966,0.252772,0.1924075,5,1,1,1,1,1,1,weak,no,3,important,no,Left,Club,League,89,Goal,Left,Yellow,Black,no,Goal,no,1,4,3,0,1,0,2,6,0,13,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2119,419,Suarez,3,R,no,central,Ingame,League,186,no,Goal,5,5,null,null,ST,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,50,Goal,Left,Red-White,Black,no,Goal,no,1,0,2,0,1,0,2,5,0,5,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2120,419,Suarez,3,R,jumping on spot,central,Ingame,League,190,no,Goal,9,6,null,null,ST,moving,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,4,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,51,Goal,Left,Red-White,Blue,no,Goal,no,1,2,2,0,1,0,2,6,0,9,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2121,419,Suarez,3,R,no,central,Shootout,Copa America,183,no,Goal,7,4,Quarter-Final,Goal,ST,still,0.06035525,0.107197,0.03082293,0.1573544,0.226126,0.1721248,4,1,1,1,1,1,1,normal,no,4,normal,no,Right,National Team,Copa America,null,Goal,Left,Blue,Green,no,Goal,no,1,0,2,1,0,0,2,4,0,2,0,2,1,2,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2122,420,Suttner,1,L,jumping on spot,central,Shootout,Cup,190,yes,null,null,null,Quarter-Final,Goal,DF,moving,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,1,1,1,1,1,1,1,normal,no,4,normal,no,null,Club,Cup,null,null,null,White,Green,no,Goal,no,0,2,2,1,0,1,0,0,0,9,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2123,421,Szalai,2,R,jumping on spot,central,Shootout,Cup,196,no,null,null,null,1,null,ST,moving,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,4,1,1,1,1,1,1,strong,no,3,normal,no,null,Club,Cup,null,null,null,Blue,Yellow,no,Goal,no,1,2,2,1,0,0,0,0,0,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2124,422,Szalai,2,R,no,central,Shootout,Cup,194,no,Goal,7,4,2,Goal,ST,still,0.06746732,0.1113636,0.03445501,0.1758966,0.252772,0.1924075,1,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,Cup,null,null,null,Red,Yellow,no,Missed,no,1,0,2,1,0,0,2,4,0,13,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2125,423,T.Hazard,2,R,no,central,Ingame,Cup,187,no,null,null,null,1,null,MF,still,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,5,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,2,null,null,White,Yellow,no,Goal,no,1,0,2,0,0,0,0,0,0,6,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2126,423,T.Hazard,2,R,jumping on spot,central,Ingame,League,185,no,Goal,8,5,null,null,MF,moving,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,4,1,1,1,1,1,1,normal,yes,3,normal,yes,Right,Club,League,38,null,null,White,Blue,no,Saved,no,1,2,2,0,1,0,2,5,0,4,0,1,0,2,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2127,423,T.Hazard,2,R,no,central,Ingame,League,192,no,Saved,4,4,null,null,MF,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,1,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,29,Goal,Right,Green,Red,no,Goal,no,1,0,2,0,1,0,1,4,0,11,0,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
2128,423,T.Hazard,2,R,no,central,Ingame,League,189,no,Goal,1,1,null,null,MF,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,2,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,20,Saved,Left,White,Yellow,no,Goal,no,1,0,2,0,1,0,2,1,0,8,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3
2129,423,T.Hazard,2,R,no,central,Ingame,League,190,no,Goal,2,2,null,null,MF,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,4,1,1,1,1,1,1,strong,yes,3,normal,yes,Left,Club,League,48,Goal,Left,White,Yellow,no,Goal,no,1,0,2,0,1,0,2,2,0,9,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2130,423,T.Hazard,2,R,jumping on spot,central,Ingame,League,190,no,Goal,7,4,null,null,MF,moving,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,3,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,45,Goal,Left,White,Yellow,no,Missed,no,1,2,2,0,1,0,2,4,0,9,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2131,424,Tadic,1,L,jumping on spot,central,Ingame,UCL,193,no,null,null,null,Group,null,ST,moving,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,1,1,1,1,1,1,1,normal,no,3,normal,yes,null,Club,UCL,82,null,null,Red,Orange,yes,Goal,yes,0,2,2,0,0,0,0,0,1,12,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2132,425,Telles,2,L,rechts geneigt,central,Shootout,Cup,187,no,null,null,null,4,Goal,DF,moving,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,3,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,null,null,null,Blue-White,Yellow,no,Goal,no,0,3,2,1,0,0,0,0,0,6,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2133,425,Telles,2,L,no,central,Shootout,Cup,190,no,Goal,3,3,Semi-Final,null,DF,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,6,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,Cup,null,null,null,Blue-White,Yellow,no,Goal,no,0,0,2,1,0,0,2,3,0,9,1,2,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2134,425,Telles,2,L,no,central,Ingame,League,187,no,Goal,6,6,null,null,DF,still,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,3,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,8,Goal,Right,Blue-White,Blue,no,Goal,no,0,0,2,0,1,0,2,6,0,6,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2135,425,Telles,2,L,no,central,Shootout,Cup,190,no,Goal,3,3,Semi-Final,null,DF,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,3,1,1,1,1,1,1,normal,no,4,normal,yes,Right,Club,Cup,null,Goal,Left,Blue-White,Black,no,Goal,no,0,0,2,1,0,0,2,3,0,9,1,2,0,2,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2136,425,Telles,2,L,rechts geneigt,central,Ingame,UCL,196,no,Goal,3,3,Group,null,DF,moving,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,UCL,13,Goal,Right,Grey,Green,yes,Saved,yes,0,3,2,0,0,0,2,3,1,15,1,1,0,2,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
2137,425,Telles,2,L,no,central,Shootout,Cup,193,no,Saved,9,6,Final,Goal,DF,still,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,4,1,1,1,1,1,1,strong,no,4,unimportant,yes,Right,Club,Cup,null,Goal,Right,Blue-White,Grey,no,Goal,no,0,0,2,1,0,0,1,6,0,12,1,2,1,1,0,3,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2138,425,Telles,2,L,no,central,Ingame,Cup,190,no,Goal,7,4,Semi-Final,null,DF,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,5,1,1,1,1,1,1,normal,no,4,normal,no,Right,Club,Cup,37,Saved,Right,Blue-White,Yellow,no,Goal,no,0,0,2,0,0,0,2,4,0,9,1,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
2139,425,Telles,2,L,no,central,Ingame,UCL,196,yes,Goal,8,5,last sixteen,null,DF,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,1,1,1,1,1,1,1,normal,no,4,normal,no,Right,Club,UCL,117,Goal,Right,Blue-White,Green,no,Goal,no,0,0,2,0,0,1,2,5,0,15,1,2,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
2140,425,Telles,2,L,no,central,Ingame,League,186,no,Goal,4,1,null,null,DF,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,57,Goal,Right,Blue-White,Yellow,no,Goal,no,0,0,2,0,1,0,2,1,0,5,1,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2141,425,Telles,2,L,step left,central,Ingame,League,186,no,Goal,9,6,null,null,DF,moving,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,6,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,League,69,Goal,Right,Blue-White,Yellow,no,Goal,no,0,1,2,0,1,0,2,6,0,5,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2142,425,Telles,2,L,links geneigt,central,Ingame,League,188,no,Goal,9,6,null,null,DF,moving,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,5,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,73,Goal,Left,Blue-White,Blue,no,Goal,no,0,1,2,0,1,0,2,6,0,7,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2143,425,Telles,2,L,no,central,Ingame,League,186,no,Goal,5,5,null,null,DF,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,25,Goal,Left,Yellow,Pink,no,Goal,no,0,0,2,0,1,0,2,5,0,5,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2144,425,Telles,2,L,no,central,Ingame,League,186,no,Goal,7,4,null,null,DF,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,32,Goal,Left,Yellow,Blue,no,Goal,no,0,0,2,0,1,0,2,4,0,5,1,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2145,425,Telles,2,L,rechts geneigt,central,Ingame,League,192,no,Goal,7,4,null,null,DF,moving,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,39,Goal,Right,Blue,Red,no,Goal,no,0,3,2,0,1,0,2,4,0,11,1,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2146,425,Telles,2,L,no,central,Ingame,League,190,no,Goal,7,4,null,null,DF,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,5,1,1,1,1,1,1,normal,yes,3,unimportant,no,Right,Club,League,44,Goal,Right,Blue-White,Yellow,no,Saved,no,0,0,2,0,1,0,2,4,0,9,1,2,0,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2147,425,Telles,2,L,no,central,Ingame,League,191,no,Saved,5,5,null,null,DF,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,strong,no,4,normal,yes,Left,Club,League,38,Goal,Right,Blue-White,Yellow,no,Goal,no,0,0,2,0,1,0,1,5,0,10,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2148,425,Telles,2,L,no,central,Ingame,Cup,193,no,Goal,7,4,Semi-Final,null,DF,still,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,6,1,1,1,1,1,1,strong,no,4,normal,no,Left,Club,Cup,19,Saved,Left,Blue-White,Red,no,Goal,no,0,0,2,0,0,0,2,4,0,12,1,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2149,425,Telles,2,L,rechts geneigt,central,Ingame,League,184,no,Goal,6,6,null,null,DF,moving,0.0610018,0.1075758,0.03115312,0.1590401,0.2285484,0.1739687,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,71,Goal,Left,Blue-White,Green,no,Missed,no,0,3,2,0,1,0,2,6,0,3,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2150,425,Telles,2,L,no,central,Ingame,League,196,no,Missed,7,4,null,null,DF,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,6,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,League,60,Goal,Left,Blue-White,Green,no,Goal,no,0,0,2,0,1,0,1,4,0,15,1,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
