"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_greak_gk_yes2","b_greak_gk_yes3","b_greak_gk_yes4","b_greak_gk_yes5","b_greak_gk_yes6","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
-0.128533333190717,-0.0949333334574476,0.197866666712798,-0.0965333325439133,0.17226666532224,-0.257333334593568,-0.178933334245812,0.509066665836144,-0.228533333574887,0.339466666628141,-0.29519999952754,-0.267999999050517,0.653600000077859,-0.279199999931734,0.359199999365956,-0.0648000001092442,-0.0471999999717809,0.114399999438319,-0.0535999992280267,0.106399999640416,-0.417600000218954,-0.289600000542123,0.775999999314081,-0.371200000518002,0.559999998949934,-3683.51644747471
-0.134984400633802,-0.0958783061145302,0.188517151082453,-0.0969794054823486,0.188638122929123,-0.266160177599805,-0.174396643526697,0.495459024915237,-0.23241817143483,0.372122469848817,-0.299782246224361,-0.270366853029895,0.636945372468635,-0.281833992299425,0.385835133144613,-0.0664668281828705,-0.0459973739671921,0.107535699667328,-0.0532451806631393,0.11777953781916,-0.433731529325808,-0.284091100834946,0.753912488603665,-0.379654602660726,0.613475320487751,-3668.5742392092
-0.242038993324175,-0.079227569326061,0.108564040255461,-0.0580836184657681,0.269573824191051,-0.370897873529261,0.0273434112782001,0.529096947227005,-0.222296010268823,0.441559819356888,-0.266611734295582,-0.2202183757479,0.697058819972871,-0.214104520955755,0.100743774424208,-0.0766828326563551,0.00782692181586821,0.041690860831031,-0.015246515469896,0.197004239292497,-0.649378952917961,-0.00545629514015106,0.761797184646791,-0.421187154259286,0.794040439860937,-3649.39546592663
-0.316640291086646,-0.153064400591946,0.0802306971474084,-0.00172871290562326,0.305211717098335,-0.373421398319893,0.0718407477744049,0.538520071943801,-0.156611285785694,0.530704810093761,-0.0724871159339375,-0.408902953258402,0.671256233217049,-0.0990834269463761,-0.153625829525078,-0.0535749565214028,0.0203051677673797,0.0285016858884836,0.0442038091779121,0.229744855673135,-0.703458719362862,0.00962927599757698,0.812715563554251,-0.4165911344132,0.959126506902742,-3636.59327662214
-0.412760557338262,-0.192321468284079,0.0586770508029003,0.00087890514067894,0.33684007873211,-0.350154979586431,0.157286706928573,0.597606999517832,-0.122417750696845,0.539552203977265,0.178149599824353,-0.58833881817942,0.485964168790093,-0.106412223370577,-0.273717892888886,-0.0150319590139914,0.0514241983941872,0.0813065986911607,0.098304890429592,0.201427056882205,-0.738483007041536,0.131393021542844,0.934220763817852,-0.559358860472306,1.0593811514211,-3625.48222816137
-0.570790633010002,-0.191333293393185,0.157299217555224,0.0290720274356786,0.217115424660553,-0.371761994504418,0.20752714484862,0.555554038553687,0.00189638225126447,0.61265140479019,0.342363510270157,-0.790918332158284,0.27185013110793,-0.0961759602398013,-0.332174315338591,0.0201172077172467,0.0867980763058646,0.125065868506635,0.181802329275309,0.184138261338835,-0.884004360566704,0.285310804146896,1.09535169436454,-0.624755917208194,1.08577296308575,-3618.68258577189
-0.715289978735961,-0.156674538884278,0.102355363492939,0.0788455980636857,0.196218831052629,-0.401827705601421,0.16965421068663,0.616127649535988,0.165679524736272,0.55764780625957,0.415091259117643,-0.972100679687765,0.108516208312938,-0.094117348460828,-0.324662257748472,0.0535808445142106,0.107035533515934,0.113475693491202,0.266104299609855,0.219790441291081,-1.02973412712327,0.378873031822457,1.18097668852309,-0.606939246838573,1.08888952395342,-3614.31414839082
-1.06096469379302,0.0297835399359207,-0.0430087952030371,0.181679550915706,0.0463226401125134,-0.317589253108025,-0.0847866123204255,0.496541399532215,0.597285267924189,0.473982560436707,0.67373389028989,-1.37357520492477,0.128979165535243,-0.568742460928668,-0.4328742690266,0.238502483822694,0.145616768348992,0.00831301441370957,0.463423826476195,0.463626554521974,-1.15054045569905,0.652513266162305,1.1731468282536,-0.762038222722343,1.12490990952992,-3610.49173804437
-1.29181961488611,-0.0622358148446761,-0.17911209823183,0.539669232860001,0.0283526580890688,-0.295201578337026,-0.160623064225443,0.342355403856295,0.990847068250321,0.360932532741422,0.786396080970645,-1.46985267806272,0.225272042834302,-0.943069441196481,-0.473585245930312,0.449773165465803,0.171110405709987,0.37910249379251,0.648581973363998,0.351615588753543,-1.19170103447789,0.836999803040619,1.16236098964309,-0.713499003125915,1.27812859598796,-3605.2034736087
-1.39471117351887,-0.395572031000873,-0.305977059390109,1.23362311246684,-0.172124408366344,-0.34347314912246,-0.219187820196748,0.329048088668045,1.20010975442635,0.306457975466565,0.874061598266869,-1.27901821292185,0.081205684285334,-1.27337185656608,-0.540569211966257,0.773224452933371,0.242899268853814,0.493046697814284,0.81122880089389,0.604200638768032,-1.06615683121276,0.912369809195027,1.31844834452966,-0.742641102884132,1.42817102236394,-3591.95391911151
-1.28264133094806,-0.699521503846621,-0.222978483572738,1.35288206669077,-0.0782485137203476,-0.533771117060078,-0.31388084641229,0.129478778972175,1.54740209083529,0.084330828315771,0.707069064430625,-1.15063206298633,-0.0761001625503278,-1.2153340329176,-0.698402040436509,0.991213753718726,0.436599587274558,0.552671254198808,0.83604216090553,0.801919819457447,-0.895506326366465,0.902131811202805,1.44208561846298,-1.03890058605444,1.57216234071885,-3580.76172596235
-0.867380052812541,-0.739176386696372,-0.47726970664946,1.55828928682976,-0.253557288733358,-0.897710773096634,-0.759393784860023,0.0830743020738524,1.87488862215379,0.157953985845325,0.301355312395796,-1.06827047502369,-0.267090147604445,-0.67466301446247,-0.989082601355656,1.25459502373996,0.917383182851374,0.823496307025357,0.868722151425157,0.792568448509099,-0.404174967380316,1.09377285624865,1.5268233705011,-1.7129565957479,1.75985924127475,-3575.28343885073
-0.785762336271081,-0.75829302146646,-0.477941121146048,1.75378195900786,-0.199588243376788,-0.724848791793261,-0.636843527126814,-0.0108592321903057,1.81933421449645,0.0988494724239025,0.0680436358736604,-1.28851027974929,-0.0957833565786141,-0.108312040869667,-0.80231200775151,1.18475840296494,1.13489784495079,0.786277668957477,0.973609138292155,0.859242499028906,0.0289849142609864,1.38340736789331,1.58729954254999,-1.96351485143472,1.79427749899091,-3569.2269593884
-0.91135223662329,-0.744607812330523,-0.490976721455037,1.70464601978736,-0.182137660509338,-0.585779295059669,-0.547825554014247,-0.0303835238850879,1.60288984655326,0.0933302858850127,-0.0811116191911632,-1.34106113011856,-0.13908059985009,0.00224632811157191,-0.87231252797152,0.936949460165678,0.943757656161934,0.841779609473604,1.03797691780971,0.880671220970512,0.0229439233083509,1.28769013109314,1.49634449413493,-2.05329691801928,1.72604053062866,-3566.23157558996
-0.928620324089671,-0.652346970887045,-0.443931535261098,1.45735449980757,-0.151049958448537,-0.495977362118283,-0.388123886136717,0.0882932704237969,1.54913462885422,0.19916140805426,-0.0115019767895108,-1.23338527272862,-0.144397479330154,0.0114777935916554,-0.859802289058845,0.710752884672668,0.714169373650007,0.746487746751581,1.1062607876527,0.801331508438411,0.0366862526665875,1.18306654973274,1.46995665207184,-1.90309521579951,1.70305185078003,-3561.51570298982
-0.887332617867895,-0.614879636414485,-0.388840763662815,1.13894447852017,-0.0982258718538267,-0.510140766984653,-0.0696799775778062,0.23301864313252,1.30185361312475,0.334324883838211,0.110100029229033,-1.28402675588857,-0.129357523937227,-0.122718774452766,-0.832479810780454,0.51123396207896,0.573527086377634,0.473349593976581,0.939741022377156,0.530438235636716,-0.111165794186966,0.97258739835346,1.31157960320096,-1.60433771892204,1.55107341870782,-3556.18954008237
-0.933420141828576,-0.389606505434328,-0.221414849843603,0.877304407162336,0.0838130492061113,-0.344496960951499,0.0454346924496864,0.341572001129984,0.989686408815476,0.443665968940489,0.297337848957471,-1.21560578476737,-0.158691934278129,-0.192001839826235,-0.832995202126673,0.393505113481514,0.467893286657159,0.316784036961377,0.464304547863226,0.366182669934075,-0.310646788884225,0.815305380595395,1.24397063867959,-1.19310160357385,1.46198509278914,-3551.45986057549
-0.788673079796299,-0.33372493918735,-0.187671228321234,0.818725874480621,0.122820752631239,-0.354028008720187,0.0626602598835424,0.332189243368986,0.887269238194705,0.439329620075999,0.346562428826508,-1.24341978864454,-0.15841788755026,-0.221500853908412,-0.814895723622281,0.381525093083535,0.344691575935008,0.336283304846611,0.402906231826766,0.405914908408957,-0.386655592170898,0.835047120591987,1.24075951452007,-1.07071365434575,1.43546606326355,-3550.23151124422
-0.660368739998773,-0.294078403588867,-0.137278743889576,0.763779198098158,0.170458799168556,-0.283802179087569,0.0160797706812964,0.31196318084561,0.753263780073357,0.414721584406051,0.341768868430344,-1.22260380215757,-0.172570811357561,-0.26844766779377,-0.818028507197244,0.394916912842903,0.305763817868376,0.278568323582347,0.46974866805325,0.35439357038143,-0.485533412483933,0.837666978420393,1.25661114710685,-0.95422094835603,1.44245566533994,-3548.88703965745
-0.442367157659522,-0.449093400204072,-0.153532354873978,0.381466147700377,0.0308497104580653,0.0610906951679702,0.0551298380915098,0.445793809636527,0.641169353268853,0.43659167643172,0.186656490799401,-1.14269104949907,-0.168678116975946,-0.458238896292385,-0.766805043377883,0.252491480718143,0.499063638125072,0.348875588827924,0.453599553571794,0.484781525496298,-0.646529933833723,0.806623376596994,1.21187455947681,-0.566953974561712,1.44411024910065,-3548.04619062573
-0.648735577453371,-0.419742629830645,-0.19496937248774,0.275819918423198,0.0713206698486657,-0.0492457204818764,0.120583706042505,0.441124150740333,0.613514982188053,0.511005947717657,0.126389376161346,-1.06127899245034,-0.11277861204308,-0.427074279548852,-0.688441199733237,0.51067571471525,0.342167710440048,0.314406722700406,0.454361590246115,0.475440292104754,-0.54786194654892,0.722735627845763,1.20282693831612,-0.527000143968216,1.32866556757954,-3547.20515570742
-0.852570723696964,-0.258788580933279,-0.0733502901853333,0.39995653182948,0.0991818647114056,-0.432963767390157,0.0725165770689279,0.409802150898852,0.56797816076319,0.390051064509438,0.302107539199732,-0.957816729416845,-0.0323942382686908,-0.407668548282546,-0.593924040800613,0.370743518766572,0.362509742257046,0.295340797252662,0.515054509841741,0.465290643301587,-0.415039187581594,0.599885885829821,1.11953867195813,-0.559905993600556,1.30771645356726,-3546.76393042963
-0.811856633291725,-0.287940608826984,-0.164778563335377,0.46152992867399,0.0891623606816392,-0.408766684101434,0.033369110143648,0.312912732736128,0.61441042870633,0.371609785292775,0.355873319750215,-0.932524969360873,-0.0146425370738097,-0.381837113828359,-0.57352008534392,0.31519918978335,0.319950897140721,0.247398801957921,0.475902103414321,0.418284597597485,-0.467631855365389,0.607200744672609,1.19361924888379,-0.632167977487131,1.30416072606386,-3546.33310530663
-0.791616093284987,-0.313514622477734,-0.156886594630255,0.478140562543054,0.0632099148578328,-0.384369466934017,0.00979968235088537,0.320226561121961,0.628491904729001,0.346699561191739,0.362979275797308,-0.936877436338429,-0.0109415615504682,-0.367080789557166,-0.574255522299754,0.324257571179327,0.285607644457974,0.23233393536621,0.460735759194233,0.397178700352427,-0.488887206572968,0.63353664206589,1.18250511258999,-0.65976112753389,1.32838925772538,-3546.11267219686
-0.737800679018444,-0.363349992153884,-0.123843161480864,0.485845607337832,0.13897007587554,-0.3365497396598,-0.045089316120511,0.342903144730539,0.617488704043427,0.40968364799902,0.329260051039054,-0.989212554386107,-0.0499188023021657,-0.397763329234375,-0.618183809489145,0.348224120833007,0.295981503901624,0.254951090408177,0.501058029651274,0.415421401073583,-0.482888559678065,0.718841260944714,1.18143934012472,-0.644015582144658,1.29578929247798,-3545.88280872556
-0.673615345463026,-0.280645234833354,-0.131217104409243,0.486463687697622,0.120691032701216,-0.279951766375822,0.0220016289287106,0.330280306148929,0.602658193370905,0.386332208185715,0.26883572704174,-1.0457207287695,-0.0925802713432206,-0.425741253726739,-0.667249411907717,0.411988179377063,0.328067206783712,0.284070244293467,0.528760305315292,0.436880293101404,-0.472083736907393,0.69788357286519,1.22090403362712,-0.618452995486532,1.3538672939548,-3545.76344404566
-0.661389999075125,-0.33968139466924,-0.137900103183823,0.511637655834898,0.0916403310077648,-0.250076932923727,-0.00822418160538472,0.339483463685263,0.641916242430953,0.37443349629523,0.285877370975474,-1.0274280534503,-0.0760220930478385,-0.396793459393848,-0.654394392238928,0.369719687080703,0.265786020670916,0.239740912393723,0.465083696481016,0.385175700362523,-0.510219846747661,0.728826785122905,1.20552872763878,-0.660743780686801,1.36441271357054,-3545.70822484505
-0.664870104813105,-0.341593191862187,-0.14017469945701,0.505307216749486,0.0894335175505781,-0.251761945212323,-0.00993440330414689,0.33763520361622,0.636549271317985,0.372644061927583,0.294936287207563,-1.02301061146672,-0.0712286616088559,-0.391937936841164,-0.649173346707494,0.376622799039172,0.272289686907722,0.245684971670094,0.47275722218031,0.39148467539818,-0.516243585067642,0.725176751401106,1.20263350793007,-0.661308993116433,1.36086825890537,-3545.7042022098
-0.675111972677117,-0.332432420655445,-0.13964457656439,0.50357229867015,0.0940115216081642,-0.267320064609633,-0.0100244617496826,0.333093896756521,0.63107586322038,0.372000378893843,0.289385364013438,-1.02589469996808,-0.0728042568602717,-0.400879579438804,-0.649113500828443,0.38480015103786,0.286661230369635,0.256080657449333,0.489390425511907,0.404804517540175,-0.498935912590869,0.720602011920482,1.20656467279748,-0.655950566756266,1.35829296826732,-3545.70133555175
-0.672283469622466,-0.335288286119328,-0.14057330184172,0.499156606587754,0.0922445203835152,-0.261736270775063,-0.00935696528033936,0.334235033657101,0.628324968932191,0.372325050960039,0.296531542616936,-1.02288082748606,-0.0702567710576258,-0.394806905568028,-0.647052396106462,0.384381104882778,0.284335702096958,0.254792901842453,0.486760731041295,0.402408110567209,-0.509562250933884,0.719457964828004,1.20346029087003,-0.65587686309067,1.35691398928812,-3545.70009100259
-0.672244494492947,-0.336114698377699,-0.14060773386361,0.500928899326398,0.0918618780923731,-0.261662761092071,-0.00994234359902301,0.334250304019865,0.630046194887163,0.371997994907647,0.295600137442771,-1.02288905305297,-0.0703780307958897,-0.395159962721542,-0.64717830790625,0.384503235511293,0.28400592787794,0.254683042440704,0.486309146727948,0.402295950366204,-0.50879521708705,0.720322739250322,1.20369741442024,-0.657356599066962,1.35746623392627,-3545.70007218664
