"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_TL",2.87507697710654,2.18819206542585,1.31390521999129,1.92821752788935,1.49105426930417
"asc_TC",0.297686620735808,1.1856351950543,0.251077753070727,1.3641523408782,0.218220950707138
"asc_TR",5.35551787896718,2.2396135080088,2.39126878803686,1.85700630678724,2.88395244506877
"asc_DL",0.19852552124614,0.990292417145145,0.200471616069178,1.2288020708279,0.16156021051656
"asc_DC",0,NA,NA,NA,NA
"asc_DR",2.68159023901496,0.95544409419541,2.80664274896498,0.982663102558688,2.72890091429357
"b_foot1",0.43062442080622,0.256342467919936,1.67987935943848,0.251169764028661,1.71447555589168
"b_foot2",0.803319404887194,0.313312853045648,2.56395292142756,0.357525957488391,2.2468841438269
"b_foot3",-0.591939996754871,0.238517109113282,-2.48175067589694,0.274177191804929,-2.15896877803032
"b_foot4",0.375864453689248,0.207277595991545,1.81333854192606,0.219148425379352,1.71511364062332
"b_foot5",0,NA,NA,NA,NA
"b_foot6",-0.216325504149121,0.205710030533219,-1.05160406416928,0.223678437455588,-0.967127214450758
"b_moveGK1",-0.0616101165391059,0.276765710372828,-0.222607477118866,0.248875481007138,-0.247553982777994
"b_moveGK2",-0.130700218635894,0.286773309944386,-0.45576144677216,0.321090359027406,-0.407051208363247
"b_moveGK3",0.0273525293576774,0.270551232931471,0.101099259690329,0.248974417975705,0.109860802487533
"b_moveGK4",0.399887419784854,0.222918956575594,1.79386906312406,0.28527935452516,1.40173978047047
"b_moveGK5",0,NA,NA,NA,NA
"b_moveGK6",-0.325395914112758,0.222833536322303,-1.46026455210992,0.244003630266992,-1.33356997089226
"b_GKS1",0.240576143422434,0.375847368164859,0.640090004080885,0.404997022100318,0.594019536674132
"b_GKS2",0.0189279993424528,0.421930578525652,0.0448604588190615,0.418540995306207,0.045223764349786
"b_GKS3",-0.588740117293606,0.390428378310055,-1.5079337210116,0.375794533080752,-1.56665428969159
"b_GKS4",-0.161705934212448,0.317435236249368,-0.50941393943241,0.35890062578492,-0.45055907567393
"b_GKS5",0,NA,NA,NA,NA
"b_GKS6",-0.138384922149991,0.321362584524757,-0.430619271856554,0.3265517550781,-0.423776384594515
"b_IS1",-0.214172908100384,0.595715007710071,-0.359522431579599,0.588128549142824,-0.364160026600534
"b_IS2",-0.306460232395656,0.662180912315821,-0.462804388794421,0.67314135768527,-0.45526876174936
"b_IS3",0.851334337447677,0.591629494804463,1.43896534051104,0.567332950531668,1.5005903264562
"b_IS4",0.452170175734697,0.510248481304996,0.886176426391786,0.503036754574127,0.898880989556134
"b_IS5",0,NA,NA,NA,NA
"b_IS6",0.230900092446114,0.523613734085713,0.440974094862677,0.508239435881152,0.454313609186573
"b_comL1",-0.696451988046124,0.328418264281649,-2.12062501934683,0.322366171059875,-2.16043757245474
"b_comL2",-0.48473397050798,0.354937368622494,-1.36568874781831,0.43600177920089,-1.11177062487315
"b_comL3",-0.124331465075456,0.355879777964775,-0.349363669344996,0.409147096789398,-0.303879621903938
"b_comL4",-0.140352770028603,0.284448960863269,-0.493419872593836,0.329585149341627,-0.425846766181576
"b_comL5",0,NA,NA,NA,NA
"b_comL6",-0.0696578515500803,0.288122592639819,-0.241764628423844,0.318962838490518,-0.218388611913958
"b_HGK1",0.0482515625937491,0.0285600729122456,1.6894761698266,0.023616953860516,2.04309001400974
"b_HGK2",0.0188273486955784,0.030007339037311,0.627424800052032,0.0297481919747165,0.63289052025683
"b_HGK3",0.0158821203709403,0.0291066064410917,0.545653455104216,0.0303426632860499,0.523425390224139
"b_HGK4",-0.0153301388631197,0.0218742795713084,-0.700829429062778,0.0196796418013216,-0.778984649105261
"b_HGK5",0,NA,NA,NA,NA
"b_HGK6",0.027519266234025,0.0221751682125632,1.24099470047917,0.0196903870239439,1.39759905178913
"b_dec1",0.358228434221847,0.407150114078157,0.879843629745566,0.402198192312568,0.890676390567786
"b_dec2",-1.37041030126375,0.795061902675135,-1.72365233028113,0.783066514642492,-1.75005606246541
"b_dec3",0.487286627310551,0.413349675691484,1.17887264939879,0.401320289424282,1.21420880068036
"b_dec4",0.0659398450230822,0.369137056908099,0.178632417930066,0.359419287276833,0.183462177343571
"b_dec5",0,NA,NA,NA,NA
"b_dec6",0.192546355269966,0.371735532623186,0.517965968739242,0.365028109302199,0.527483638556068
"b_lp1",0.0755228892754991,0.268935115355346,0.28082197141013,0.290264645439833,0.260186317768947
"b_lp2",-0.57664695413176,0.286668409247567,-2.01154691458789,0.295791457514358,-1.94950509719764
"b_lp3",-0.160438254592015,0.266750686610572,-0.601453951742728,0.296128032903492,-0.541786783976312
"b_lp4",-0.172678075655474,0.223056603248682,-0.77414464822168,0.245837332707606,-0.702407863580483
"b_lp5",0,NA,NA,NA,NA
