"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_player_position_MF2",-1.0107316114914,NA,NA,NA,NA
"b_player_position_MF3",-0.491906845903959,NA,NA,NA,NA
"b_player_position_MF4",-0.265557024835829,NA,NA,NA,NA
"b_player_position_MF5",0.419509113797117,NA,NA,NA,NA
"b_player_position_MF6",-0.1529435159264,NA,NA,NA,NA
"b_player_position_ST2",-0.86579852569042,NA,NA,NA,NA
"b_player_position_ST3",-0.119508199725182,NA,NA,NA,NA
"b_player_position_ST4",-0.00164334238833564,NA,NA,NA,NA
"b_player_position_ST5",0.399849070569398,NA,NA,NA,NA
"b_player_position_ST6",-0.00931799252651416,NA,NA,NA,NA
"b_foot_R2",0.366652654862707,NA,NA,NA,NA
"b_foot_R3",-1.0029280017907,NA,NA,NA,NA
"b_foot_R4",-0.0417523419622783,NA,NA,NA,NA
"b_foot_R5",-0.426564644554669,NA,NA,NA,NA
"b_foot_R6",-0.594763431620804,NA,NA,NA,NA
"b_greak_gk_yes2",0.347538849702801,NA,NA,NA,NA
"b_greak_gk_yes3",0.373515605127311,NA,NA,NA,NA
"b_greak_gk_yes4",0.368344369716753,NA,NA,NA,NA
"b_greak_gk_yes5",0.685071609479111,NA,NA,NA,NA
"b_greak_gk_yes6",0.538504027302757,NA,NA,NA,NA
"b_location_A2",0.0703290200407075,NA,NA,NA,NA
"b_location_A3",0.530760397701222,NA,NA,NA,NA
"b_location_A4",0.252689833784001,NA,NA,NA,NA
"b_location_A5",0.399173637825068,NA,NA,NA,NA
"b_location_A6",0.114296782164661,NA,NA,NA,NA
"b_location_H2",-0.0554104727893416,NA,NA,NA,NA
"b_location_H3",0.536246891191397,NA,NA,NA,NA
"b_location_H4",0.135799432130694,NA,NA,NA,NA
"b_location_H5",0.0454853839705418,NA,NA,NA,NA
"b_location_H6",-0.0298922790040674,NA,NA,NA,NA
"b_round_Final2",2.07244174042401,NA,NA,NA,NA
"b_round_Final3",2.03081160398759,NA,NA,NA,NA
"b_round_Final4",2.53302821228175,NA,NA,NA,NA
"b_round_Final5",-0.944596938991565,NA,NA,NA,NA
"b_round_Final6",0.93142395737867,NA,NA,NA,NA
"b_round_Group2",1.09877355775434,NA,NA,NA,NA
"b_round_Group3",1.12342262894002,NA,NA,NA,NA
"b_round_Group4",1.14718832308356,NA,NA,NA,NA
"b_round_Group5",-0.871453610726433,NA,NA,NA,NA
"b_round_Group6",-0.393827612789008,NA,NA,NA,NA
"b_round_KO2",-0.394587884666188,NA,NA,NA,NA
"b_round_KO3",-0.450572232954479,NA,NA,NA,NA
"b_round_KO4",4.16296784169139,NA,NA,NA,NA
"b_round_KO5",-1.26523633247077,NA,NA,NA,NA
"b_round_KO6",-1.56254736734533,NA,NA,NA,NA
