"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_greak_gk_yes2","b_greak_gk_yes3","b_greak_gk_yes4","b_greak_gk_yes5","b_greak_gk_yes6","b_location_A2","b_location_A3","b_location_A4","b_location_A5","b_location_A6","b_location_H2","b_location_H3","b_location_H4","b_location_H5","b_location_H6","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
-0.128533333190717,-0.0949333334574476,0.197866666712798,-0.0965333325439133,0.17226666532224,-0.257333334593568,-0.178933334245812,0.509066665836144,-0.228533333574887,0.339466666628141,-0.29519999952754,-0.267999999050517,0.653600000077859,-0.279199999931734,0.359199999365956,-0.0648000001092442,-0.0471999999717809,0.114399999438319,-0.0535999992280267,0.106399999640416,-0.141866666672286,-0.113066667108797,0.269333332835231,-0.119466667820234,0.208533332624938,-0.199733334011398,-0.140533332887571,0.392266667040531,-0.193333334755153,0.280266665504314,-0.417600000218954,-0.289600000542123,0.775999999314081,-0.371200000518002,0.559999998949934,-3784.63102539677
-0.135649739347969,-0.0961316204133331,0.187257794959762,-0.0973518399121828,0.190145912090791,-0.267983643451412,-0.175186033659923,0.493648811335668,-0.233825670860664,0.376143012471831,-0.302560597263292,-0.272242317704168,0.636677656018669,-0.284173943498131,0.391174193093877,-0.0671591341958744,-0.0464596096906424,0.107894108382477,-0.0538195299892592,0.119016434050065,-0.147886387572718,-0.114311900301907,0.261345711470309,-0.121285894031358,0.231947341459549,-0.206951839667712,-0.137054472497137,0.377690324622322,-0.199812069021701,0.310825301669846,-0.436158281244348,-0.2849420941436,0.750128635788468,-0.381386547633785,0.619062663347086,-3763.46663912907
-0.246635015891351,-0.0740785150995275,0.093177322808129,-0.0575736595677558,0.2486817999713,-0.396083635146336,0.0277276036888829,0.521097541002053,-0.236958892326503,0.414643453912931,-0.315576206622185,-0.23814216266224,0.723879979454955,-0.248797213038658,0.101786210719229,-0.0895014099298237,0.000757297235485128,0.05490717170258,-0.0256628626578839,0.202810479476756,-0.220053487617614,-0.0831250192721781,0.271273168836525,-0.0952782436976426,0.346778057533055,-0.276827133292737,0.0364962127017873,0.349694816988663,-0.2578165039017,0.367476143962899,-0.673820624352873,0.00752723140496686,0.721633519017427,-0.427326155065809,0.72849795784793,-3740.71694578372
-0.318385050344631,-0.147122497759745,0.0609721210313198,0.00481674064507796,0.250381197481182,-0.430054887308698,0.066527034699814,0.520993379539955,-0.181369383920442,0.468323403736152,-0.187807449165439,-0.432045976385305,0.68706836688585,-0.159046492267863,-0.106240612951827,-0.0819600546660091,0.00215762324736468,0.0528237892949662,0.0210556072483369,0.244629495888806,-0.229981870847115,-0.137938898789649,0.294229877310762,-0.0365362432390135,0.43449781602644,-0.264246332186076,0.0581320630752845,0.36429728809455,-0.284603209173009,0.407956818909435,-0.748846345917384,0.0178762597152837,0.736290740682493,-0.404629530748214,0.796649616541837,-3728.1727937358
-0.436277557430649,-0.217141710412722,0.00833924579624025,0.037677213355827,0.272624654301198,-0.451392948700454,0.16819076733027,0.582054229639377,-0.136526589332116,0.465548271404455,0.0704330891364183,-0.692370199019619,0.452296026417472,-0.151198298640122,-0.247123627790672,-0.0560677681889767,0.0240390837610197,0.110271012784132,0.0781639140707956,0.262380116487441,-0.216608825433243,-0.166726687786073,0.395970941072566,0.00701628448556953,0.486206061318507,-0.210139917159189,0.111641958794143,0.407807811017537,-0.379291980981509,0.47004372895244,-0.819811449460825,0.149880959546615,0.822538322984488,-0.525226061683881,0.842501738426483,-3712.10343103641
-0.663355337491768,-0.253467883522551,0.158217766385524,0.0666972883884157,0.100146721281567,-0.486593316949919,0.296196573650273,0.468014548825029,-0.00761712678391835,0.623950791427017,0.436267215238163,-1.04704372844403,0.132579654409662,-0.19681666678923,-0.418252936614394,-0.0120381316694997,0.0739578086597935,0.207735139906582,0.176494152254899,0.292283871594972,-0.180898985838145,-0.132750972546041,0.450816634948329,0.0740163233612242,0.593439436096623,-0.122926053218323,0.15548583437738,0.570183492179785,-0.482029655197679,0.493151453921492,-0.969124153530906,0.431684568221219,0.99302504536883,-0.711459700861578,0.870681937804679,-3706.15704782339
-1.29489996403848,0.0187425618270354,0.112702536373477,0.173950405919998,0.0219988527790356,-0.585547570096297,0.067067939210766,0.51328466932676,0.685070419521118,0.583050040456442,0.884762487155961,-1.60707827445234,-0.266508153081226,-0.338971737804204,-0.499764076984941,0.0952323460601049,0.192607394149313,0.279828681616092,0.47142367716365,0.491059939372926,-0.0324469027273067,0.200632461601564,0.466281319259163,0.295052382556515,0.526862079172845,0.0713167057115695,-0.131352747630439,0.751619179401914,-0.26512985081286,0.650310794228643,-1.46697848880817,0.975844827481566,1.22199414061379,-0.709525591276193,0.938042750447299,-3694.95167627352
-1.46254921513997,0.074893844493949,0.0993479196432474,0.203973213668399,0.02280630181136,-0.566560562493085,-0.0250891841907077,0.483764262663904,0.837811917171017,0.561248341291927,1.05054480342477,-1.72322921982445,-0.251910344134879,-0.508810515694252,-0.57908552618871,0.151423522262191,0.222181874991969,0.319919100659837,0.544566176980133,0.538691787948698,0.0607808911900793,0.238866947045746,0.496487058138267,0.292644893602783,0.564488691027248,0.189277264047457,-0.18619955832978,0.672452710894598,-0.159150905411436,0.651347152991565,-1.53452535889338,1.08915293218027,1.24542524800743,-0.785022297295788,0.989704351225798,-3683.92531826757
-1.6340083006313,0.0442918868843949,0.0483139171601262,0.318636312138105,0.0593334477192896,-0.584639544828563,-0.0845685172443311,0.477800270729976,0.966324706124982,0.48338187102977,1.16775946578947,-1.77005174988459,-0.28965118327929,-0.696851659719843,-0.602122476899623,0.227582006412634,0.252207717367019,0.385579017714019,0.632381084340325,0.565113376583578,0.190250646502977,0.210899451268565,0.426195232187004,0.321753450369931,0.705048015826945,0.31706701002865,-0.2071446314014,0.691944644384332,-0.0338890277778121,0.500855243152971,-1.64057475030726,1.15920713352748,1.26538923215208,-0.838678012291866,1.05203229392893,-3677.2190579742
-2.43362723104972,-0.595734559150228,0.0200077170613032,1.39314940648546,-0.0737263919515393,-0.945550260124408,-0.154459295373219,0.249729365647895,1.42548554521246,0.218271978702403,1.40466035105563,-1.59466993725386,-0.590570427107301,-1.55592065691275,-0.63574225940831,0.708151068679422,0.410532115420144,0.772253239255988,1.13621618129929,0.615547478396707,1.01008691376893,-0.213989585543772,0.651668595552741,0.731533797558115,0.64638727752361,0.942018515490119,-0.168729532889943,0.316388199189346,0.583110368666108,0.212298098232734,-2.40150672390832,1.27019238329528,1.4906234003199,-0.921288083682572,1.26287212192941,-3677.09794610569
-2.54790542259774,-0.725822426222431,-0.0480506580540583,1.64778845113753,-0.128214441625923,-1.00278705556201,-0.202992834568053,0.233426988115806,1.42912149311293,0.199327365159001,1.47914673188195,-1.4850737380278,-0.619860350249842,-1.71945717558353,-0.721764914170883,0.852760593086729,0.457757345532635,0.76953567247574,1.21186558288619,0.703748167135117,1.26875201205501,-0.256180249499323,0.575414863576769,0.866055077247556,0.547544338507939,1.12743527109899,-0.220266131905476,0.356558427667284,0.591321883961141,0.241088941724797,-2.48017525068071,1.27377574040721,1.5024827990994,-1.01971243979969,1.33137857947825,-3661.68512363777
-2.31110667116159,-0.959740777662505,-0.0666213868833968,1.57174267853088,-0.0618624995725153,-1.28991091459744,-0.251094861117925,0.0858006144853733,1.75021272401088,0.05670623689505,1.39447862591476,-1.24324511169492,-0.600088864343467,-1.33370093924797,-0.851442729224352,1.23327335930624,0.586383924714167,0.841579978309215,1.16432924814844,0.795454205508634,1.84504662441159,-0.306158117575587,0.536537589282201,0.863421372883996,0.501096637339287,1.60764457671889,-0.164730448378467,0.432751524589306,0.588942458340638,0.33797881268564,-2.46994635109924,1.27194650670515,1.58326045633931,-1.36897500661978,1.5272660981766,-3630.43623188929
-2.12087393012338,-0.973676165659998,-0.221890673496186,1.60115953472783,-0.205240761073008,-1.45300205224274,-0.339327892315958,0.101934010849549,1.7693701609462,0.0911720265755704,1.27921607161875,-1.23989494853578,-0.594111630229344,-1.10452580442106,-0.864143211824884,1.38710144752507,0.643614407188363,0.863420071736356,1.14194982223395,0.814865345174435,2.04339591452212,-0.293820898005892,0.571992697562136,0.770896590412067,0.546026314931563,1.84238964148295,-0.116541262268209,0.41286945096255,0.595198714221118,0.323884359121559,-2.4750784508467,1.28489369124075,1.56279030083368,-1.5444564059784,1.51822855586584,-3612.82127068409
