"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_greak_gk_yes2","b_greak_gk_yes3","b_greak_gk_yes4","b_greak_gk_yes5","b_greak_gk_yes6","b_location_A2","b_location_A3","b_location_A4","b_location_A5","b_location_A6","b_location_H2","b_location_H3","b_location_H4","b_location_H5","b_location_H6","b_round_Final2","b_round_Final3","b_round_Final4","b_round_Final5","b_round_Final6","b_round_Group2","b_round_Group3","b_round_Group4","b_round_Group5","b_round_Group6","b_round_KO2","b_round_KO3","b_round_KO4","b_round_KO5","b_round_KO6","b_round_match_place_32","b_round_match_place_33","b_round_match_place_34","b_round_match_place_35","b_round_match_place_36","b_round_Quarter-Final2","b_round_Quarter-Final3","b_round_Quarter-Final4","b_round_Quarter-Final5","b_round_Quarter-Final6","b_round_Semi-Final2","b_round_Semi-Final3","b_round_Semi-Final4","b_round_Semi-Final5","b_round_Semi-Final6","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
-0.128533333190717,-0.0949333334574476,0.197866666712798,-0.0965333325439133,0.17226666532224,-0.257333334593568,-0.178933334245812,0.509066665836144,-0.228533333574887,0.339466666628141,-0.29519999952754,-0.267999999050517,0.653600000077859,-0.279199999931734,0.359199999365956,-0.0648000001092442,-0.0471999999717809,0.114399999438319,-0.0535999992280267,0.106399999640416,-0.141866666672286,-0.113066667108797,0.269333332835231,-0.119466667820234,0.208533332624938,-0.199733334011398,-0.140533332887571,0.392266667040531,-0.193333334755153,0.280266665504314,-0.0207999997655861,-0.0127999999676831,0.0367999993613921,-0.0224000003072433,0.0287999995634891,-0.136799999745563,-0.0487999990582466,0.195999999414198,-0.0952000002143905,0.130400000489317,-0.000266666756942868,-0.000266666756942868,0.00133333378471434,-0.000266666756942868,-0.000266666756942868,-0.000800000270828605,0.000800000270828605,0.000800000270828605,0.000800000270828605,-0.000800000270828605,-0.0333333329763264,-0.0269333337200806,0.0562666667974554,-0.0333333329763264,0.0466666664578952,-0.010133333853446,-0.00693333277013153,0.0394666654756293,-0.0197333341930062,0.00906666682567448,-0.417600000218954,-0.289600000542123,0.775999999314081,-0.371200000518002,0.559999998949934,-3823.96311637359
-0.135812193873768,-0.0962731906982117,0.186740977559013,-0.0974678599660616,0.190810394106253,-0.268865324381115,-0.175931761651688,0.494658625905684,-0.234661236550647,0.377754529134991,-0.303465729818193,-0.273109315110836,0.63726615226675,-0.285048429968426,0.393112338720402,-0.0673319357304194,-0.0466022843329837,0.107942835551191,-0.0539685437661369,0.119426781560843,-0.148258884823199,-0.114659044914638,0.261508661997925,-0.121626113785016,0.232817691982594,-0.207645974127149,-0.137649511991755,0.378480837593337,-0.200500095965509,0.312130422407558,-0.0222030894039882,-0.0127067104405498,0.0368346113880837,-0.0242357202113652,0.0321517601720522,-0.144541402876494,-0.0389475490259023,0.177994109976717,-0.0945066998532938,0.140737504702162,-0.000291501937221133,-0.000292727576836553,0.00152394979305461,-0.000291889038437725,-0.000348119461808192,-0.000890783403019881,0.0010486455091965,0.000763876566447418,0.00105247478192459,-0.00104899047627609,-0.0351140102722395,-0.0276817827923515,0.0542175649903701,-0.03525107676427,0.0518281528906573,-0.00949575637547748,-0.00578285001682782,0.0403660051365616,-0.0212301948315833,0.00861059416086054,-0.437136643614987,-0.28577057567292,0.750218901276173,-0.382302727157113,0.621436377963382,-3800.28156480915
-0.249906223520681,-0.0749769628119452,0.0873506348611391,-0.05686272218208,0.246847599988966,-0.415473647526686,0.0182384046014111,0.545894458328984,-0.252737663567537,0.435296547676305,-0.331851187133976,-0.252889920602033,0.747673799072166,-0.263290986530398,0.110443698113792,-0.092756322673774,-0.000392100935143316,0.0557675047308528,-0.0272493250729827,0.207731567143785,-0.227786081894346,-0.0886769297846275,0.279740557534497,-0.100357157039333,0.35514864935866,-0.291439488053455,0.0290685247701953,0.36852183622508,-0.272078693552859,0.384803717942537,-0.0465670398329267,-0.00177011756044772,0.0595776387771028,-0.060533971664953,0.0588182713606152,-0.269025101033412,0.265600233808019,-0.0581670605567651,-0.0111905440315135,-0.0528230981325447,-0.000818970499124639,-0.000865256547517472,0.00672934039639397,-0.000833060564150315,-0.00314731918986157,-0.00289664649854871,0.00758733644867267,0.000380520575360054,0.00773427364320234,-0.00886741468430828,-0.0611609290686173,-0.0315076501324848,0.0443998381786294,-0.0662623892960978,0.077315029122516,0.0164816923139276,0.0311469178177625,0.0849060988886079,-0.0500830212081653,-0.0572790738439243,-0.693463420397664,0.000678491130834735,0.734413625267417,-0.441862263233978,0.742507433041455,-3761.04231599207
-0.322093247844476,-0.18738326242633,0.070875648880318,0.0143132595133102,0.249660348778956,-0.454265284260434,0.0357068966047016,0.540852362933356,-0.192041052983849,0.510760471331095,-0.189776946957677,-0.511390340468389,0.715212383138291,-0.164262812666457,-0.0967535342329195,-0.0829250094879474,-0.00481071197743511,0.04952503813418,0.0268676293493993,0.253611301674745,-0.237224852574007,-0.174661876003553,0.316490913692158,-0.036584634793472,0.460480170174526,-0.278476030033586,0.0280767549467363,0.385718611077677,-0.3030919058139,0.444841439361882,-0.0632351026690682,-0.00301139307156444,0.0871374300204549,-0.10198947864006,0.0835564939129988,-0.364233281259423,0.441969438143996,-0.223459562319679,0.106518227284501,-0.290998589411581,-0.0014484944785235,-0.00175315209506261,0.0137534033613464,-0.00151269704478139,-0.00699064593522498,-0.00520142353600146,0.0160093476380666,-0.00034404408220409,0.0170141422963028,-0.0195807568405469,-0.0716443232613049,-0.0607910299397924,0.0289966924118457,-0.0972340710132923,0.0934347922807488,0.0640005180293666,0.0666909045801173,0.128410951960905,-0.0830367968866169,-0.138816055367572,-0.76391887738289,-0.0588637991499458,0.766771170185428,-0.410539455862124,0.832331175697079,-3737.58752428448
-0.396170539517687,-0.274586221478762,0.027733784549476,0.014245556435929,0.322374169832782,-0.447788428453819,0.116857499790588,0.612717115995873,-0.166575337390418,0.455321238522797,0.0507023362060585,-0.735775254897202,0.493998709384324,-0.193927309281186,-0.150697489973837,-0.0532168940755372,0.016769115087639,0.0953781333393538,0.072779981951968,0.249283303179243,-0.209985346321273,-0.211626157390224,0.405931919917032,-0.0242500840230806,0.515820709898268,-0.215876247420818,0.0669520755903753,0.431248708965084,-0.391488490831347,0.474822634845539,-0.079374296340734,0.012769419664941,0.116856232012597,-0.163354174179995,0.100801080893062,-0.476748972767368,0.602672351771751,-0.345284031785006,0.134129930918887,-0.437246426041104,-0.00231455981028353,-0.00291454841656147,0.0236985317702853,-0.00249235935914538,-0.0125679280062551,-0.00829342874651531,0.0282963926305022,-0.00152139144737079,0.0298804771545458,-0.0349188773939596,-0.0779355610704619,-0.0710984914716258,0.00705604516619513,-0.150755814153855,0.0854053726648844,0.134379931100559,0.128374255788454,0.155626594419684,-0.132706349915106,-0.233924475995805,-0.762393686994415,-0.00944495722718765,0.865294343661994,-0.550018267322446,0.885131686762428,-3720.70939520161
-0.521249974432802,-0.332406563035781,0.185230903591341,0.00822315831579094,0.212717404719774,-0.443809390910248,0.234000249197189,0.494779070136561,-0.09339089520859,0.558705092404314,0.348380102013979,-0.962044458096225,0.271559304925772,-0.25298268925284,-0.262013837759469,-0.0136639300595889,0.0652718984913618,0.149225007981943,0.14573192099502,0.244792660297643,-0.167751443103659,-0.194994101666864,0.494743304729137,-0.00369376486155124,0.563169345996879,-0.135101633618267,0.127558052736284,0.489768155195622,-0.478971726213815,0.511255625067532,-0.104078300612557,0.0525233665124082,0.150825258237401,-0.247340942188872,0.10932377663007,-0.656580127207029,0.709795923780002,-0.381069046254547,0.127313279923124,-0.50412842753681,-0.00364904494322913,-0.00459117424325168,0.03854979596748,-0.00395027986370467,-0.0209128921158276,-0.013054781479844,0.0472228606760163,-0.00349239070995679,0.0494161020986518,-0.0582044241093591,-0.0934904649797279,-0.0582516257902396,-0.00511779527346769,-0.222895316931095,0.0244200152096967,0.235796228207093,0.230265744372591,0.158291193093368,-0.202483812491214,-0.349138936136014,-0.78794995560664,0.131045892441045,1.01978323817675,-0.72358697995818,0.936762654149614,-3711.59192592932
-1.16950692081418,-0.302850078666029,0.113648700787763,0.20423132634808,0.178741213521528,-0.551967174367835,0.367134080241876,0.534922717359914,0.585171162701975,0.560370995873275,1.29638212052308,-1.74925825432929,-0.395512244826447,-0.205458291791869,-0.873440887367537,0.121903474340251,0.275811392127789,0.152634607165674,0.57868556660098,0.416052292534526,-0.00398162668107474,0.0726279637896961,0.579891620161322,0.279778365296899,0.680162509063753,0.113225093458546,0.186514170028429,0.760255521023703,-0.487805815630203,0.61033908302337,-0.228864397812114,0.28510533331522,0.199766512773597,-0.577291976009097,0.133191823490257,-1.52560331481468,0.431621747356895,-0.224025025120191,0.146288962343708,-0.0328955966308517,-0.0100985236360833,-0.0122140723833268,0.108154501560735,-0.0105797023041832,-0.0603807141001132,-0.0360070441836663,0.136427108420157,-0.0133934743860484,0.141669395434898,-0.167125617317464,-0.215612936017272,0.0912397618691222,-0.134703936386409,-0.482681425012382,-0.289860949294983,0.668266331727668,0.714731805325845,-0.0263373757072562,-0.487201265196237,-0.706993057140771,-1.16653973625562,0.619157639447027,1.42673495588435,-0.857165589304392,1.29449422331783,-3683.01793713155
-1.32232513325732,-0.262908316387713,0.0463380817628561,0.271506492896479,0.155898371792776,-0.593815143937537,0.337907466668857,0.545727631304769,0.738921121316897,0.558140051998666,1.4689901224357,-1.89641222381676,-0.506288383270779,-0.264784170068852,-0.993014557822652,0.149976792302016,0.300579765118014,0.217741080747313,0.677649662016861,0.443674855539542,0.053392403320108,0.138054423848645,0.698849333028596,0.309044212722796,0.610511490824366,0.178709351807911,0.205944298888254,0.617540435811142,-0.428910790110579,0.70447981347678,-0.262396931785984,0.338859526155181,0.205767168736069,-0.659590498545337,0.139632047636294,-1.70262538878116,0.363121855688141,-0.0703018660314229,0.122564463134748,-0.0897056050210457,-0.0120099733708737,-0.0143530295500128,0.127776405563043,-0.0124969115285187,-0.0714320553810856,-0.0425645684493087,0.161346089291773,-0.0159333361002803,0.16748353221736,-0.19743711897096,-0.264685590155249,0.114741709554377,-0.178294454258314,-0.552175582166179,-0.324623031618617,0.760534777138241,0.816674391262752,-0.0755813345803601,-0.563282178352252,-0.750856179190197,-1.27494879593715,0.711466782433286,1.48531985908499,-0.894597564129296,1.37562199948203,-3677.4555132272
