"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
-0.128533333190717,-0.0949333334574476,0.197866666712798,-0.0965333325439133,0.17226666532224,-0.257333334593568,-0.178933334245812,0.509066665836144,-0.228533333574887,0.339466666628141,-0.29519999952754,-0.267999999050517,0.653600000077859,-0.279199999931734,0.359199999365956,-0.417600000218954,-0.289600000542123,0.775999999314081,-0.371200000518002,0.559999998949934,-3678.18383542297
-0.134972495566236,-0.095893427141063,0.188576583158492,-0.0969799073634849,0.188693106111495,-0.266047552694803,-0.174349072399245,0.495310611537782,-0.232320764713033,0.372145044146601,-0.299635164598724,-0.27028248745485,0.636753958504638,-0.281705370400664,0.38585157752526,-0.433647958146503,-0.284106813144042,0.753935024378127,-0.379595797486623,0.613629066162681,-3663.51729638407
-0.241539003526549,-0.0798702505918322,0.108378637104383,-0.0581979778128616,0.273330276807712,-0.367672843146413,0.0277285388022225,0.524494215887137,-0.21977381356371,0.443931027523728,-0.262633213334016,-0.218700447233826,0.690576422914737,-0.210891871259049,0.104328847545903,-0.646823806884475,-0.00722470731433206,0.758635725413717,-0.419775731456529,0.803958834183511,-3644.75023408526
-0.317861604552322,-0.154030878754306,0.0764282366256044,-0.000203197459338868,0.314969787719214,-0.367399775072156,0.0752786506488012,0.535389288760001,-0.149807453611001,0.53337901517809,-0.0602640920850184,-0.407995606515697,0.666584946486431,-0.0896171131325221,-0.161116805541401,-0.701150547069321,0.0108408280859848,0.807541540839584,-0.413312037369075,0.984378480668581,-3631.7439018716
-0.405844336427963,-0.186735688111618,0.0654267815073304,-0.000614940888410738,0.335220806722784,-0.338166864897025,0.152456344211721,0.592136489962109,-0.116162236694462,0.534336283047675,0.178230196181601,-0.573471026235894,0.490512058798547,-0.102284928786915,-0.265620835501779,-0.725997195649065,0.125487303979081,0.926947471621115,-0.549492238000968,1.07257855262767,-3621.86850553357
-0.559154410929078,-0.185106777060574,0.157687139650895,0.031726526116382,0.21806217103354,-0.355765491368012,0.198141312574746,0.561999240124461,0.012656448822244,0.59362489990088,0.338555483491598,-0.774701265284958,0.276958230939422,-0.0851095628936746,-0.315937723752915,-0.866240472416944,0.272572301390869,1.08883316294575,-0.60111325125681,1.09645828945615,-3615.04246344542
-0.695667500666648,-0.152669766305649,0.088731730300838,0.0866010629326217,0.207643441361905,-0.383161955049664,0.163516528377672,0.627842168600145,0.174015730552296,0.535193933068519,0.407572665415842,-0.950360033024771,0.124023077407732,-0.0780686323093174,-0.309155946171142,-1.00428659640169,0.364639964718671,1.16594060090198,-0.573131872269303,1.1077380039196,-3611.76478544915
-1.00297245115321,0.0197827508394116,-0.0887153797146609,0.211741967853294,0.083255979986666,-0.31499375137194,-0.0659440418860384,0.508353611645368,0.584932380224957,0.479356939833922,0.609820950733798,-1.31766144595036,0.185135740613138,-0.496175241889537,-0.411648213663853,-1.12142561036932,0.62979985151404,1.12652072096486,-0.658936636974953,1.16819099184995,-3605.30255706995
-1.13165254366579,-0.179391602596136,-0.103189110217442,0.572437031583822,0.0759784628310947,-0.277884035495861,-0.0358364748626756,0.412216094737529,0.830364375066007,0.365315846420064,0.716496455672466,-1.30516268896451,0.201435242924524,-0.75851043733621,-0.389250411998638,-1.06210001999819,0.745998537758397,1.22474041838688,-0.589950557471458,1.29067785800416,-3596.70726664406
