"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
-1.15212180460929,-0.250475328964199,-0.165881087510786,0.770552264519694,-0.00380138766378429,-0.305705185660435,-0.0922014055684094,0.424843377370338,0.890612631791467,0.379550894846383,0.737522866683243,-1.24503668697324,0.141076723965464,-0.860764050910136,-0.439244459491772,-1.02060868715963,0.769758077340662,1.26931802627408,-0.607108518827789,1.34169640912517,-3591.11662464498
-1.04396769605324,-0.487973238229986,-0.157097569872679,0.895063196739653,0.0252010926388039,-0.545250648966257,-0.282829848215173,0.260417407538716,1.21121615908237,0.225608924604012,0.550334933355981,-1.13130921371326,-0.0701971269130003,-0.868221145361134,-0.69333175769935,-0.854489905296761,0.774098102266979,1.36549675173286,-0.926841744682482,1.49817724468917,-3578.33762062234
-0.766555565371132,-0.494277112579304,-0.214954411103561,1.08863378700009,-0.00666424842267206,-0.666992756502986,-0.391485092157129,0.200069319299671,1.45896505081206,0.21860609117727,0.345673673199829,-1.21212789729768,-0.0438252167475165,-0.365933394110018,-0.677567908087185,-0.296629816265756,1.1694821368637,1.51882703125831,-1.25853257811609,1.67920909267175,-3563.45098234648
-0.897707424897266,-0.578093094428664,-0.261797192208819,1.25929418433001,-0.004548785933224,-0.527273036317567,-0.285385926043327,0.0950263111437214,1.14394197766929,0.145867500897876,0.0545852696135089,-1.46616978578942,-0.0458695143131215,-0.108978571409657,-0.715909126737757,-0.181810568279856,1.21119383137655,1.4248262466043,-1.48071786496781,1.61276134648124,-3561.28451970311
-1.00767202045838,-0.504269079386912,-0.23197023610318,1.13376847059271,0.0279253372014138,-0.378778177984016,-0.235299819814142,0.141812171949967,1.07693360947186,0.192819837007404,0.0569664028461679,-1.38199303304092,-0.068463044797445,-0.0791788751899232,-0.736969203099306,-0.182047149066823,1.13190382148669,1.42134190008293,-1.39561004466653,1.61527426519085,-3558.79009832891
-0.993589696652991,-0.457216424944829,-0.241106942200963,0.812113354379712,0.0156885000970361,-0.345869120226631,0.0318521029543317,0.274605270065574,0.942499359444144,0.326677292048047,0.155581834539966,-1.35538514624129,-0.0718996166327427,-0.16461703871361,-0.729739564542827,-0.249127920777429,0.952863249739935,1.32298835260807,-1.13836367065139,1.52460653016784,-3554.24249076421
-0.546643598106025,-0.0284805868244852,0.0970814574987377,0.597646260289035,0.398976227872625,-0.435661234063797,-0.0669620252443593,0.234806875593249,0.240086513367653,0.324027198136004,0.616837421241078,-1.26410640305809,-0.138280410487537,-0.383065005074182,-0.746898318487494,-0.652251307562595,0.832823543013676,1.25371755947231,-0.464047396325525,1.40189356675594,-3553.93522781845
-0.351456510862671,-0.171386400113422,0.0292875422353061,0.492153141717061,0.275536943525283,-0.194906167808068,-0.09491166563081,0.269223931150045,0.276690595734762,0.310792056022804,0.504221924908722,-1.19383131376038,-0.145620558656307,-0.429133963187102,-0.744082247961965,-0.754234005721977,0.871764610629662,1.2697571276669,-0.388418903992365,1.46111783010695,-3551.2415051207
-0.587165203278417,-0.256402714913685,-0.0902819433652596,0.513418985192391,0.303672215822611,-0.319577662786297,-0.0598395800633114,0.264041820727674,0.457298141513708,0.450803909945177,0.397734173206871,-1.07768816680042,-0.114214810787201,-0.428031477232064,-0.695019211328373,-0.534812961280605,0.811547742712539,1.29657791007154,-0.47076904760236,1.33798578491483,-3549.22253336019
-0.663523289988131,-0.25182645092469,-0.0546800836977255,0.528476297460236,0.234155041840936,-0.372509356739072,-0.0389500722926701,0.31733419445779,0.503041256936175,0.404778094999871,0.380184419262324,-1.05175988958586,-0.0967721187839905,-0.415965913501045,-0.680844491630061,-0.470054000182344,0.781694694452455,1.24030772741462,-0.504450149615844,1.37886065981382,-3548.64610988367
-0.670841227491205,-0.217773065289778,-0.145786832894759,0.531817551783012,0.1383820319369,-0.361666082446117,0.0134026335411464,0.252742928107307,0.544160948004804,0.336886314315076,0.382371332340578,-1.02341371287834,-0.072008505077126,-0.383028708725966,-0.652863432043741,-0.472384186155194,0.712909882319934,1.28850588000794,-0.556031787638674,1.42643160656882,-3548.42979713406
-0.691967602712122,-0.322245602065286,-0.168224783983042,0.496945634517042,0.0878182128869453,-0.314702481980671,-0.0294482041179646,0.279683565622055,0.584464903690498,0.338001771676208,0.37119590927838,-1.0095871548538,-0.0509412261811183,-0.362751657958944,-0.630731960482692,-0.478254047651617,0.749197397154165,1.26023329418521,-0.58735637841293,1.42068377102214,-3548.1322078504
-0.682260885394387,-0.315670186298403,-0.157711374738311,0.494410064079395,0.0900690411588341,-0.298955915308076,-0.0170306559901257,0.296266083339828,0.592890514444638,0.346757273985648,0.319013139109263,-1.03089647316402,-0.0712662130661559,-0.390805458474886,-0.650755641587711,-0.446129371222522,0.759882616854837,1.2655602576605,-0.566442507099556,1.43316337499466,-3548.08207864732
-0.688406144953435,-0.354887062280907,-0.148307904910309,0.480335902192886,0.0746340838297365,-0.276783064633703,-0.0269173960057499,0.326768698242602,0.607667370236423,0.35377540400359,0.300641868925963,-1.0131128351855,-0.0642368456222324,-0.391140302037558,-0.641296845937583,-0.444174859570449,0.77017728439033,1.24067701536857,-0.564916985435014,1.42851040577303,-3548.05350673781
-0.684988334822135,-0.345187299441122,-0.148721782845012,0.485150085341826,0.079138840482629,-0.280166505975909,-0.0231913148219652,0.323215780971222,0.608876582691528,0.355025391861021,0.294548598152371,-1.02348726680617,-0.0701324812745069,-0.396770929560715,-0.647999984592251,-0.436109445057366,0.770968083089566,1.24789636057884,-0.56395587929791,1.43166611166533,-3548.05084473809
-0.685755686852326,-0.344924342375012,-0.149070167236449,0.483677735681862,0.0789200363503567,-0.280073775458575,-0.0230088823583867,0.322572848095025,0.607124975758709,0.354452586922121,0.296082284039262,-1.02283571201696,-0.0697960973143962,-0.396016482238715,-0.647610424433124,-0.437770013069963,0.770537333924292,1.24804257831219,-0.56286182122754,1.43173494894602,-3548.05080071432
