"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_player_position_MF2",-1.04810004092757,NA,NA,NA,NA
"b_player_position_MF3",-0.512577602233413,NA,NA,NA,NA
"b_player_position_MF4",-0.250397935900425,NA,NA,NA,NA
"b_player_position_MF5",0.42442220924697,NA,NA,NA,NA
"b_player_position_MF6",-0.128449706272014,NA,NA,NA,NA
"b_player_position_ST2",-0.929339823312134,NA,NA,NA,NA
"b_player_position_ST3",-0.149275383592578,NA,NA,NA,NA
"b_player_position_ST4",0.00955140369652868,NA,NA,NA,NA
"b_player_position_ST5",0.307855134209837,NA,NA,NA,NA
"b_player_position_ST6",-0.00200019569411137,NA,NA,NA,NA
"b_foot_R2",0.339588467245205,NA,NA,NA,NA
"b_foot_R3",-0.990921384923407,NA,NA,NA,NA
"b_foot_R4",-0.0200176342262618,NA,NA,NA,NA
"b_foot_R5",-0.461826513523786,NA,NA,NA,NA
"b_foot_R6",-0.571656556224603,NA,NA,NA,NA
"b_greak_gk_yes2",0.437652445049406,NA,NA,NA,NA
"b_greak_gk_yes3",0.382367170263111,NA,NA,NA,NA
"b_greak_gk_yes4",0.313878903434001,NA,NA,NA,NA
"b_greak_gk_yes5",0.644370323651632,NA,NA,NA,NA
"b_greak_gk_yes6",0.488554403331847,NA,NA,NA,NA
"b_location_A2",-0.305573281144689,NA,NA,NA,NA
"b_location_A3",0.477794424346989,NA,NA,NA,NA
"b_location_A4",0.133397595251517,NA,NA,NA,NA
"b_location_A5",0.0673947312413333,NA,NA,NA,NA
"b_location_A6",-0.000392723310258707,NA,NA,NA,NA
"b_location_H2",-0.462382220741161,NA,NA,NA,NA
"b_location_H3",0.46235389643843,NA,NA,NA,NA
"b_location_H4",0.0500188458367689,NA,NA,NA,NA
"b_location_H5",-0.369713183580195,NA,NA,NA,NA
"b_location_H6",-0.140344993168475,NA,NA,NA,NA
"b_round_Final2",1.17984150339602,NA,NA,NA,NA
"b_round_Final3",2.09456244943813,NA,NA,NA,NA
"b_round_Final4",2.82048067047787,NA,NA,NA,NA
"b_round_Final5",-1.6046672061467,NA,NA,NA,NA
"b_round_Final6",1.15932597285448,NA,NA,NA,NA
"b_round_Group2",0.22993504228299,NA,NA,NA,NA
"b_round_Group3",1.14049483746158,NA,NA,NA,NA
"b_round_Group4",1.42610233159237,NA,NA,NA,NA
"b_round_Group5",-1.43216735655421,NA,NA,NA,NA
"b_round_Group6",-0.261088570217621,NA,NA,NA,NA
"b_round_KO2",0.0275617157601474,NA,NA,NA,NA
"b_round_KO3",-0.540868013734899,NA,NA,NA,NA
"b_round_KO4",3.22227306406109,NA,NA,NA,NA
"b_round_KO5",-0.152065362309513,NA,NA,NA,NA
"b_round_KO6",-1.95652715762636,NA,NA,NA,NA
"b_round_match_place_32",-1.35163504852039,NA,NA,NA,NA
"b_round_match_place_33",4.07842740401075,NA,NA,NA,NA
"b_round_match_place_34",3.18742668890847,NA,NA,NA,NA
"b_round_match_place_35",1.0301507965916,NA,NA,NA,NA
"b_round_match_place_36",-4.38500377709969,NA,NA,NA,NA
"b_round_Quarter-Final2",0.843988053389346,NA,NA,NA,NA
"b_round_Quarter-Final3",0.543671270186386,NA,NA,NA,NA
"b_round_Quarter-Final4",1.59706548397366,NA,NA,NA,NA
"b_round_Quarter-Final5",-1.90753041357641,NA,NA,NA,NA
"b_round_Quarter-Final6",0.196608042499753,NA,NA,NA,NA
"b_round_Semi-Final2",1.85828814164295,NA,NA,NA,NA
"b_round_Semi-Final3",2.42417399224548,NA,NA,NA,NA
"b_round_Semi-Final4",3.03022292316205,NA,NA,NA,NA
"b_round_Semi-Final5",-1.22678859724648,NA,NA,NA,NA
"b_round_Semi-Final6",0.835710955229713,NA,NA,NA,NA
"b_competition_grouped_Copa_America2",-2.58220045265618,NA,NA,NA,NA
"b_competition_grouped_Copa_America3",2.12616840841118,NA,NA,NA,NA
"b_competition_grouped_Copa_America4",-1.78538064510278,NA,NA,NA,NA
"b_competition_grouped_Copa_America5",0.350353552455071,NA,NA,NA,NA
"b_competition_grouped_Copa_America6",1.20843091852956,NA,NA,NA,NA
"b_competition_grouped_Cup2",0.527327634703488,NA,NA,NA,NA
"b_competition_grouped_Cup3",0.253756830369785,NA,NA,NA,NA
"b_competition_grouped_Cup4",-1.92297353563237,NA,NA,NA,NA
"b_competition_grouped_Cup5",0.4165777862284,NA,NA,NA,NA
"b_competition_grouped_Cup6",0.359002697356667,NA,NA,NA,NA
"b_competition_grouped_EL2",-0.743860904570012,NA,NA,NA,NA
"b_competition_grouped_EL3",0.815786564492044,NA,NA,NA,NA
"b_competition_grouped_EL4",-0.766167900760612,NA,NA,NA,NA
"b_competition_grouped_EL5",1.46321185089301,NA,NA,NA,NA
"b_competition_grouped_EL6",0.69114732483984,NA,NA,NA,NA
"b_competition_grouped_EM2",-0.248544291599366,NA,NA,NA,NA
"b_competition_grouped_EM3",0.808073923831753,NA,NA,NA,NA
"b_competition_grouped_EM4",-1.66760363481871,NA,NA,NA,NA
"b_competition_grouped_EM5",0.363450930161283,NA,NA,NA,NA
"b_competition_grouped_EM6",0.26954717212883,NA,NA,NA,NA
"b_competition_grouped_League2",1.60908902321685,NA,NA,NA,NA
"b_competition_grouped_League3",1.99916731355031,NA,NA,NA,NA
"b_competition_grouped_League4",0.42286057689459,NA,NA,NA,NA
"b_competition_grouped_League5",-0.0531157711345753,NA,NA,NA,NA
"b_competition_grouped_League6",0.855764336177094,NA,NA,NA,NA
"b_competition_grouped_NL2",-2.51923287364113,NA,NA,NA,NA
"b_competition_grouped_NL3",0.813209573960243,NA,NA,NA,NA
"b_competition_grouped_NL4",-1.22622997767619,NA,NA,NA,NA
"b_competition_grouped_NL5",-2.30501889974678,NA,NA,NA,NA
"b_competition_grouped_NL6",0.548948959311448,NA,NA,NA,NA
"b_competition_grouped_Qualification2",0.932293293479168,NA,NA,NA,NA
"b_competition_grouped_Qualification3",1.582268131296,NA,NA,NA,NA
"b_competition_grouped_Qualification4",-1.09223100678416,NA,NA,NA,NA
"b_competition_grouped_Qualification5",1.17258672066287,NA,NA,NA,NA
"b_competition_grouped_Qualification6",0.685717180010846,NA,NA,NA,NA
"b_competition_grouped_UCL2",1.49854799326317,NA,NA,NA,NA
"b_competition_grouped_UCL3",1.10889688970175,NA,NA,NA,NA
"b_competition_grouped_UCL4",-1.25798699390951,NA,NA,NA,NA
"b_competition_grouped_UCL5",1.77842115489432,NA,NA,NA,NA
"b_competition_grouped_UCL6",1.1064568983389,NA,NA,NA,NA
"b_competition_grouped_WM2",-0.167646886236335,NA,NA,NA,NA
"b_competition_grouped_WM3",0.984121473046954,NA,NA,NA,NA
"b_competition_grouped_WM4",-1.81613071882378,NA,NA,NA,NA
"b_competition_grouped_WM5",0.866637268422764,NA,NA,NA,NA
"b_competition_grouped_WM6",0.206872726691391,NA,NA,NA,NA
"b_competition_grouped_WMCUP2",0.184440852638705,NA,NA,NA,NA
"b_competition_grouped_WMCUP3",-0.332133281089294,NA,NA,NA,NA
"b_competition_grouped_WMCUP4",3.4358878602069,NA,NA,NA,NA
"b_competition_grouped_WMCUP5",0.0405631442976288,NA,NA,NA,NA
"b_competition_grouped_WMCUP6",-1.65631570543943,NA,NA,NA,NA
"b_Importantness_Game_22",0.642113487367183,NA,NA,NA,NA
"b_Importantness_Game_23",2.771036156531,NA,NA,NA,NA
"b_Importantness_Game_24",0.443666757309521,NA,NA,NA,NA
"b_Importantness_Game_25",1.48486800978916,NA,NA,NA,NA
"b_Importantness_Game_26",0.795413068667661,NA,NA,NA,NA
"b_Importantness_Game_32",-0.728403165218734,NA,NA,NA,NA
"b_Importantness_Game_33",2.87712758138302,NA,NA,NA,NA
"b_Importantness_Game_34",0.195875912761468,NA,NA,NA,NA
"b_Importantness_Game_35",1.26103398022237,NA,NA,NA,NA
"b_Importantness_Game_36",0.231215992836263,NA,NA,NA,NA
"b_Importantness_Game_42",-0.324436165112765,NA,NA,NA,NA
"b_Importantness_Game_43",2.86843798009585,NA,NA,NA,NA
"b_Importantness_Game_44",0.161571344600403,NA,NA,NA,NA
"b_Importantness_Game_45",1.15844523147574,NA,NA,NA,NA
"b_Importantness_Game_46",-0.0323729519173369,NA,NA,NA,NA
"b_Importantness_Game_52",-0.992395158160532,NA,NA,NA,NA
"b_Importantness_Game_53",1.33427362030741,NA,NA,NA,NA
"b_Importantness_Game_54",-1.54178996429031,NA,NA,NA,NA
"b_Importantness_Game_55",0.134349416479104,NA,NA,NA,NA
"b_Importantness_Game_56",-1.28155863852133,NA,NA,NA,NA
"b_Penalty_type_Ingame2",0.564811096138981,NA,NA,NA,NA
"b_Penalty_type_Ingame3",-0.37864523748012,NA,NA,NA,NA
"b_Penalty_type_Ingame4",0.116461392355273,NA,NA,NA,NA
"b_Penalty_type_Ingame5",-0.336150311856669,NA,NA,NA,NA
"b_Penalty_type_Ingame6",0.370612458712384,NA,NA,NA,NA
"b_minute_pars_12",0.160884970373537,NA,NA,NA,NA
"b_minute_pars_13",0.556250735968682,NA,NA,NA,NA
"b_minute_pars_14",0.380926512754908,NA,NA,NA,NA
"b_minute_pars_15",0.672587890864412,NA,NA,NA,NA
"b_minute_pars_16",0.324239199627013,NA,NA,NA,NA
"b_minute_pars_22",0.409706743487192,NA,NA,NA,NA
"b_minute_pars_23",-0.569203727159464,NA,NA,NA,NA
"b_minute_pars_24",-0.0165624671486936,NA,NA,NA,NA
"b_minute_pars_25",-0.101422020423631,NA,NA,NA,NA
"b_minute_pars_26",0.104034343661277,NA,NA,NA,NA
"b_minute_pars_32",-0.305368448674893,NA,NA,NA,NA
"b_minute_pars_33",-0.140283292915968,NA,NA,NA,NA
"b_minute_pars_34",-0.188229960703813,NA,NA,NA,NA
"b_minute_pars_35",-0.483481252726858,NA,NA,NA,NA
"b_minute_pars_36",-0.055292826219864,NA,NA,NA,NA
"b_minute_pars_42",0.483674026703663,NA,NA,NA,NA
"b_minute_pars_43",0.186517223865678,NA,NA,NA,NA
"b_minute_pars_44",0.368178473744892,NA,NA,NA,NA
"b_minute_pars_45",0.632585502192222,NA,NA,NA,NA
"b_minute_pars_46",0.699014116072196,NA,NA,NA,NA
"b_minute_pars_52",0.157780578376999,NA,NA,NA,NA
"b_minute_pars_53",-0.212642154798573,NA,NA,NA,NA
"b_minute_pars_54",-0.0226428567864468,NA,NA,NA,NA
"b_minute_pars_55",-0.124815937008521,NA,NA,NA,NA
"b_minute_pars_56",0.0722397862383693,NA,NA,NA,NA
"b_minute_pars_62",0.460388992929104,NA,NA,NA,NA
"b_minute_pars_63",-0.296573888585808,NA,NA,NA,NA
"b_minute_pars_64",-0.110600179678369,NA,NA,NA,NA
"b_minute_pars_65",-0.322665266716238,NA,NA,NA,NA
"b_minute_pars_66",-0.314934688746354,NA,NA,NA,NA
"b_minute_pars_72",-0.802265775759508,NA,NA,NA,NA
"b_minute_pars_73",0.097292790698435,NA,NA,NA,NA
"b_minute_pars_74",-0.294607630582351,NA,NA,NA,NA
"b_minute_pars_75",-0.608942067581012,NA,NA,NA,NA
"b_minute_pars_76",-0.458683086665578,NA,NA,NA,NA
"b_decider_yes2",-1.31559497489132,NA,NA,NA,NA
"b_decider_yes3",0.0274837888249133,NA,NA,NA,NA
"b_decider_yes4",-0.238487026642973,NA,NA,NA,NA
"b_decider_yes5",-0.0418836059228983,NA,NA,NA,NA
