ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice
1238,276,Lukebakio,L,step forward,central,Ingame,League,194,no,Missed,7,4,null,null,ST,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6
1239,276,Lukebakio,L,no,central,Ingame,League,190,no,Missed,9,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
1240,276,Lukebakio,L,no,central,Ingame,League,195,no,Goal,9,6,null,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,1
1241,277,M.Fernandes,R,no,central,Shootout,WM,191,no,null,null,null,Quarter-Final,Saved,DF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1242,278,Maguire,R,no,central,Shootout,EM,196,no,null,null,null,Final,Saved,DF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
1243,279,Malinovskiy,L,jumping left and right,central,Ingame,EM,188,no,null,null,null,Group,null,MF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4
1244,280,Malli,R,no,central,Ingame,League,192,no,null,null,null,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
1245,281,Marcelo,L,no,central,Shootout,WM,184,no,null,null,null,last sixteen,Saved,DF,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,3
1246,282,Margreiter,R,no,central,Shootout,Cup,190,no,null,null,null,2,Saved,DF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3
1247,283,Mario Müller,L,no,central,Shootout,Cup,192,no,null,null,null,Quarter-Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2
1248,284,Martial,R,links geneigt,central,Shootout,Cup,184,no,null,null,null,last sixteen,Goal,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,1
1249,284,Martial,R,no,central,Shootout,Cup,195,no,Goal,1,1,Semi-Final,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,1
1250,284,Martial,R,no,central,Ingame,Cup,188,no,Goal,1,1,last sixteen,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1251,284,Martial,R,no,central,Ingame,League,189,no,Goal,9,6,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
1252,284,Martial,R,no,central,Ingame,League,186,no,Goal,6,6,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,1
1253,284,Martial,R,no,central,Ingame,EL,193,no,Saved,4,1,last sixteen,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4
1254,284,Martial,R,no,central,Ingame,EL,191,no,Goal,4,4,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1255,284,Martial,R,jumping on spot,central,Ingame,League,185,no,Goal,7,4,null,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
1256,284,Martial,R,no,central,Ingame,UCL,186,no,Goal,7,4,Group,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6
1257,284,Martial,R,no,central,Ingame,UCL,189,no,Goal,9,6,Group,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
1258,284,Martial,R,jumping on spot,central,Shootout,Cup,188,yes,Saved,7,4,3,Goal,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3
1259,284,Martial,R,no,central,Ingame,League,188,no,Goal,3,3,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1260,284,Martial,R,rechts geneigt,central,Ingame,EL,196,no,Goal,9,6,Group,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4
1261,284,Martial,R,step left,slightly left,Ingame,League,193,no,Goal,7,4,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6
1262,284,Martial,R,no,central,Ingame,UCL,191,no,Saved,9,6,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1263,285,Masovic,R,jumping on spot,central,Shootout,Cup,194,no,null,null,null,2,Missed,DF,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4
1264,286,Mata,L,no,central,Shootout,EL,189,no,null,null,null,Final,Goal,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,1
1265,287,Materazzi,L,no,central,Shootout,WM,180,no,null,null,null,Final,Goal,DF,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,6
1266,288,Mateta,R,no,central,Ingame,EM,185,no,null,null,null,Semi-Final,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6
1267,288,Mateta,R,no,central,Ingame,League,187,no,Goal,9,6,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1268,288,Mateta,L,no,central,Ingame,League,190,no,Goal,6,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
1269,288,Mateta,R,jumping on spot,central,Shootout,Cup,194,yes,Goal,7,4,2,Goal,ST,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,5
1270,289,Max,L,no,central,Ingame,League,187,no,null,null,null,null,null,DF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5
1271,290,Mbappe,R,no,central,Ingame,Friendly,194,no,null,null,null,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,1
1272,290,Mbappe,R,jumping on spot,central,Ingame,Cup,180,no,Goal,1,1,3,null,ST,moving,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,6
1273,290,Mbappe,R,no,central,Ingame,League,186,no,Goal,9,6,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6
1274,290,Mbappe,R,no,central,Ingame,League,196,no,Goal,6,6,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
1275,290,Mbappe,R,no,central,Ingame,Cup,198,no,Saved,9,6,Semi-Final,null,ST,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,6
1276,290,Mbappe,R,no,central,Ingame,Cup,198,no,Saved,9,6,Semi-Final,null,ST,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,4
1277,290,Mbappe,R,jumping left and right,central,Ingame,League,191,no,Goal,7,4,null,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,2
1278,290,Mbappe,R,no,central,Ingame,League,196,no,Goal,2,2,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
1279,290,Mbappe,R,no,central,Ingame,League,188,no,Goal,9,6,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1280,290,Mbappe,R,no,central,Ingame,UCL,196,no,Goal,6,6,Group,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
1281,290,Mbappe,R,no,central,Ingame,League,188,no,Goal,6,6,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4
1282,290,Mbappe,R,no,central,Ingame,League,189,no,Goal,7,4,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
1283,290,Mbappe,R,jumping left and right,central,Ingame,UCL,187,no,Goal,9,6,last sixteen,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,1
1284,290,Mbappe,R,no,central,Ingame,Cup,191,no,Goal,1,1,last sixteen,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,3
1285,290,Mbappe,R,jumping on spot,central,Ingame,WM-Quali,194,no,Goal,3,3,Group,null,ST,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6
1286,290,Mbappe,R,no,central,Ingame,League,190,no,Saved,9,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
1287,290,Mbappe,R,no,central,Shootout,EM,183,yes,Goal,7,4,last sixteen,Goal,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,1
1288,291,Mehmedi,R,no,central,Shootout,EM,188,no,null,null,null,last sixteen,Goal,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1289,292,Mensah,R,no,central,Shootout,WM,190,no,null,null,null,Quarter-Final,Goal,DF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5
1290,293,Meré,R,jumping on spot,central,Shootout,Cup,195,no,null,null,null,last sixteen,Saved,DF,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4
1291,294,Messi,L,rechts geneigt,central,Ingame,WM,176,no,null,null,null,Group,null,ST,moving,0.055829385,0.104545455,0.02851161,0.145554879,0.209169472,0.159217691,4
1292,294,Messi,L,no,central,Ingame,WM,176,no,Goal,7,4,Group,null,ST,still,0.055829385,0.104545455,0.02851161,0.145554879,0.209169472,0.159217691,6
1293,294,Messi,L,no,central,Ingame,Friendly,186,no,Goal,9,6,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
1294,294,Messi,L,no,central,Ingame,League,184,no,Goal,7,4,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6
1295,294,Messi,L,no,central,Ingame,League,188,no,Goal,9,6,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5
1296,294,Messi,L,jumping on spot,central,Ingame,League,186,no,Goal,5,5,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
1297,294,Messi,L,step forward,central,Ingame,UCL,185,no,Goal,7,4,Group,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6
1298,294,Messi,L,no,central,Ingame,Cup,196,no,Goal,9,6,Quarter-Final,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4
1299,294,Messi,L,links geneigt,central,Ingame,League,186,no,Saved,7,4,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6
1300,294,Messi,L,rechts geneigt,central,Ingame,League,182,no,Goal,9,6,null,null,ST,moving,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,4
1301,294,Messi,L,no,central,Ingame,League,186,yes,Goal,7,4,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6
1302,294,Messi,L,no,slightly left,Ingame,Cup,188,no,Goal,9,6,5,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1303,294,Messi,L,no,central,Ingame,Cup,181,no,Saved,9,6,last sixteen,null,ST,still,0.059062144,0.106439394,0.030162554,0.153983125,0.221281273,0.168437072,6
1304,294,Messi,L,no,central,Ingame,League,191,no,Goal,9,6,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1305,294,Messi,L,no,central,Ingame,League,185,no,Goal,7,4,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
1306,294,Messi,L,no,central,Ingame,Cup,191,no,Saved,7,4,Final,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,3
1307,294,Messi,L,no,central,Ingame,League,188,no,Goal,3,3,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1308,294,Messi,L,rechts geneigt,central,Ingame,Friendly,182,no,Goal,9,6,null,null,ST,moving,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,4
1309,294,Messi,L,jumping on spot,central,Ingame,UCL,188,no,Goal,7,4,Group,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
1310,294,Messi,L,jumping on spot,central,Ingame,League,187,no,Saved,9,6,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1311,294,Messi,L,no,central,Ingame,Cup,180,no,Goal,9,6,Quarter-Final,null,ST,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,1
1312,294,Messi,L,no,central,Ingame,League,182,no,Missed,1,1,null,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,6
1313,294,Messi,L,no,central,Ingame,Friendly,190,no,Goal,9,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
1314,294,Messi,L,no,central,Ingame,UCL,191,no,Goal,7,4,last sixteen,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
1315,294,Messi,L,no,slightly left,Ingame,League,187,no,Goal,9,6,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1316,294,Messi,L,no,central,Ingame,League,182,no,Goal,9,6,null,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,2
1317,294,Messi,L,no,central,Shootout,Copa America,190,no,Goal,5,2,Quarter-Final,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
1318,294,Messi,L,no,central,Ingame,League,182,yes,Goal,9,6,null,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,6
1319,294,Messi,L,step forward,central,Ingame,League,188,no,Saved,9,6,null,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3
1320,294,Messi,L,no,central,Ingame,UCL,186,no,Goal,3,3,Group,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
1321,294,Messi,L,no,central,Ingame,UCL,191,no,Goal,7,4,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
1322,294,Messi,L,no,central,Ingame,League,180,no,Goal,9,6,null,null,ST,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,1
1323,294,Messi,L,step right,slightly right,Ingame,Cup,187,no,Goal,4,1,Semi-Final,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1324,294,Messi,L,no,central,Ingame,Friendly,186,no,Saved,6,6,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
1325,294,Messi,L,no,central,Ingame,League,185,no,Goal,7,4,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6
1326,294,Messi,L,jumping on spot,central,Ingame,League,191,no,Goal,9,6,null,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
1327,294,Messi,L,no,central,Ingame,UCL,191,no,Goal,9,6,Quarter-Final,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1328,294,Messi,L,no,central,Ingame,UCL,191,no,Goal,7,4,Quarter-Final,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
1329,294,Messi,L,no,central,Ingame,League,192,no,Goal,9,6,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2
1330,294,Messi,L,jumping on spot,central,Ingame,League,188,no,Goal,2,2,null,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3
1331,294,Messi,L,step right,slightly right,Ingame,UCL,196,no,Goal,3,3,Semi-Final,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
1332,294,Messi,L,no,central,Ingame,League,186,no,Missed,3,3,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
1333,294,Messi,L,jumping on spot,central,Ingame,League,186,no,Goal,7,4,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,3
1334,294,Messi,L,links geneigt,central,Ingame,League,179,no,Goal,6,3,null,null,ST,moving,0.05776904,0.105681818,0.029502176,0.150611827,0.216436553,0.16474932,6
1335,294,Messi,L,no,central,Ingame,League,179,no,Goal,9,6,null,null,ST,still,0.05776904,0.105681818,0.029502176,0.150611827,0.216436553,0.16474932,6
1336,294,Messi,L,jumping on spot,central,Ingame,Friendly,187,no,Goal,9,6,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1337,294,Messi,L,no,central,Ingame,Cup,182,no,Saved,9,6,Final,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,6
1338,294,Messi,L,no,central,Ingame,League,189,no,Goal,9,6,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,5
1339,294,Messi,L,no,central,Ingame,League,190,no,Goal,5,5,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
1340,294,Messi,L,no,central,Ingame,League,185,no,Goal,7,4,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
1341,294,Messi,L,jumping on spot,slightly right,Ingame,League,190,no,Goal,7,4,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1
1342,294,Messi,L,no,central,Ingame,WM-Quali,196,no,Goal,1,1,Group,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
1343,294,Messi,L,step forward,central,Ingame,Friendly,193,no,Goal,3,3,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4
1344,294,Messi,L,step forward,central,Ingame,League,185,no,Goal,7,4,null,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
1345,294,Messi,L,no,central,Ingame,Cup,199,no,Goal,4,4,Final,null,ST,still,0.070700075,0.113257576,0.03610595,0.184324811,0.264883758,0.201626843,2
1346,294,Messi,L,no,central,Ingame,WM-Quali,191,no,Missed,2,2,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1347,294,Messi,L,no,central,Ingame,WM-Quali,191,no,Goal,7,4,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
1348,294,Messi,L,no,central,Ingame,UCL,191,no,Goal,6,6,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,5
1349,294,Messi,L,jumping on spot,central,Ingame,League,187,no,Goal,5,5,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3
1350,294,Messi,L,no,central,Ingame,UCL,196,no,Goal,3,3,last sixteen,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,5
1351,294,Messi,L,jumping on spot,central,Ingame,League,196,no,Goal,8,5,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
1352,294,Messi,L,jumping on spot,central,Ingame,League,196,no,Goal,6,6,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
1353,294,Messi,L,no,central,Ingame,League,190,no,Goal,3,3,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
1354,294,Messi,L,no,central,Ingame,League,190,no,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
1355,294,Messi,L,no,central,Ingame,League,190,no,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
1356,294,Messi,L,no,central,Shootout,WM,187,no,Saved,9,6,Semi-Final,Saved,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4
1357,294,Messi,L,no,central,Ingame,League,190,no,Goal,4,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1
1358,294,Messi,L,no,central,Ingame,Friendly,189,no,Missed,4,1,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
1359,294,Messi,L,no,central,Ingame,Friendly,201,no,Saved,7,4,null,null,ST,still,0.071993178,0.114015152,0.036766327,0.187696109,0.269728478,0.205314596,6
1360,294,Messi,L,no,central,Ingame,Cup,195,no,Goal,9,6,last sixteen,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6
1361,294,Messi,L,no,central,Ingame,Cup,188,no,Goal,6,6,Quarter-Final,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5
1362,294,Messi,L,step left,central,Ingame,League,195,no,Saved,5,5,null,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4
1363,294,Messi,L,step left,central,Ingame,League,187,no,Goal,7,4,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1364,294,Messi,L,no,central,Ingame,UCL,196,no,Goal,9,6,last sixteen,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
1365,294,Messi,L,jumping on spot,central,Ingame,League,186,no,Saved,6,6,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6
1366,294,Messi,L,no,central,Ingame,League,187,no,Goal,9,6,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3
1367,294,Messi,L,no,central,Ingame,League,190,no,Goal,6,3,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,2
1368,294,Messi,L,no,central,Ingame,Copa America,190,no,Goal,5,2,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
1369,294,Messi,L,no,central,Shootout,Copa America,183,no,Goal,9,6,Quarter-Final,Goal,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,1
1370,294,Messi,L,jumping on spot,central,Shootout,Copa America,184,no,Goal,4,1,Final,Goal,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6
1371,294,Messi,L,no,central,Ingame,League,191,no,Goal,9,6,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
1372,294,Messi,L,no,central,Ingame,League,187,no,Saved,7,4,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3
1373,294,Messi,L,step forward,slightly right,Ingame,League,187,no,Goal,3,3,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,2
1374,294,Messi,L,no,central,Ingame,League,187,no,Missed,2,2,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
1375,294,Messi,L,no,central,Ingame,UCL,196,no,Goal,9,6,last sixteen,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4
1376,294,Messi,L,no,central,Ingame,League,185,no,Goal,7,4,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,2
1377,294,Messi,L,no,central,Ingame,League,190,no,Goal,5,2,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
1378,294,Messi,L,no,central,Ingame,WM-Quali,192,no,Saved,9,6,Group,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3
1379,294,Messi,L,jumping on spot,central,Shootout,Copa America,184,no,Goal,6,3,Final,Saved,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,3
1380,294,Messi,L,no,slightly right,Ingame,League,183,no,Missed,3,3,null,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,3
1381,294,Messi,L,step left,slightly left,Ingame,League,187,yes,Goal,3,3,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4
1382,294,Messi,L,no,central,Ingame,UCL,193,no,Goal,7,4,Group,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,5
1383,294,Messi,L,no,central,Ingame,Cup,189,no,Goal,8,5,Quarter-Final,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
1384,294,Messi,L,no,central,Ingame,League,187,yes,Goal,9,6,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,1
1385,294,Messi,L,no,central,Ingame,UCL,189,no,Goal,4,1,last sixteen,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,1
1386,294,Messi,L,no,central,Ingame,League,187,no,Goal,4,1,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5
1387,294,Messi,L,jumping on spot,central,Ingame,WM-Quali,184,no,Goal,8,5,Group,null,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6
1388,294,Messi,L,no,central,Ingame,League,185,no,Goal,6,6,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,2
1389,294,Messi,L,no,central,Ingame,League,184,no,Goal,2,2,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6
1390,294,Messi,L,no,central,Ingame,League,184,no,Saved,6,6,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6
1391,294,Messi,L,no,central,Ingame,Cup,185,no,Goal,9,6,Final,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
1392,294,Messi,L,no,central,Ingame,League,185,no,Goal,7,4,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
1393,294,Messi,L,no,central,Ingame,League,194,no,Saved,4,4,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,1
1394,294,Messi,L,no,central,Ingame,League,187,no,Goal,4,1,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3
1395,294,Messi,L,step left,clearly left,Ingame,League,185,no,Saved,6,3,null,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,3
1396,294,Messi,L,no,central,Ingame,Cup,196,no,Goal,6,3,Quarter-Final,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
1397,294,Messi,L,no,central,Ingame,Friendly,181,no,Saved,9,6,null,null,ST,still,0.059062144,0.106439394,0.030162554,0.153983125,0.221281273,0.168437072,1
1398,294,Messi,L,no,central,Ingame,WM,194,no,Goal,4,1,Group,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4
1399,294,Messi,L,no,central,Ingame,League,189,no,Saved,4,4,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3
