ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice
467,147,Finnbogason,R,no,central,Ingame,League,192,no,Goal,6,6,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4
468,147,Finnbogason,R,no,central,Ingame,League,193,no,Goal,7,4,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6
469,147,Finnbogason,R,no,central,Ingame,Cup,189,no,Goal,9,6,1,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
470,147,Finnbogason,R,jumping on spot,central,Ingame,League,193,no,Goal,7,4,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6
471,147,Finnbogason,R,no,central,Ingame,League,189,no,Missed,9,6,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,2
472,148,Forlan,R,no,central,Ingame,WM,181,no,null,null,null,Group,null,ST,still,0.059062144,0.106439394,0.030162554,0.153983125,0.221281273,0.168437072,1
473,148,Forlan,R,no,central,Shootout,WM,183,no,Goal,1,1,Quarter-Final,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6
474,149,Forsberg,R,rechts geneigt,central,Ingame,EL-Quali,198,yes,null,null,null,null,null,MF,moving,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,6
475,149,Forsberg,R,jumping on spot,central,Ingame,League,189,no,Goal,9,6,null,null,MF,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,5
476,149,Forsberg,R,no,central,Ingame,League,192,no,Goal,8,5,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
477,149,Forsberg,R,no,central,Ingame,League,189,no,Goal,9,6,null,null,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
478,149,Forsberg,R,jumping on spot,central,Ingame,League,193,no,Goal,7,4,null,null,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,3
479,149,Forsberg,R,jumping on spot,central,Ingame,League,192,no,Goal,6,3,null,null,MF,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4
480,149,Forsberg,R,no,central,Ingame,UCL,191,no,Goal,7,4,Group,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,2
481,149,Forsberg,R,no,central,Ingame,UCL,184,no,Goal,5,2,Group,null,MF,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4
482,149,Forsberg,R,no,central,Ingame,League,194,no,Goal,7,4,null,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6
483,149,Forsberg,R,no,central,Ingame,UCL,185,no,Goal,9,6,Group,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
484,149,Forsberg,R,no,central,Ingame,League,194,no,Goal,7,4,null,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,5
485,149,Forsberg,R,no,central,Ingame,League,194,no,Saved,5,5,null,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6
486,149,Forsberg,R,jumping on spot,central,Ingame,EM,191,no,Goal,6,6,Group,null,MF,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
487,150,Förster,L,no,central,Ingame,League,197,no,null,null,null,null,null,MF,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,6
488,151,Frantz,R,no,slightly right,Shootout,Cup,190,no,null,null,null,1,Goal,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5
489,152,Fred,L,jumping on spot,central,Shootout,EL,189,yes,null,null,null,Final,Goal,MF,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
490,153,Freiberger,R,jumping on spot,central,Shootout,Cup,187,no,null,null,null,1,Saved,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4
491,154,Freitas,R,no,central,Shootout,Cup,189,no,null,null,null,1,Goal,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,1
492,155,Froese,R,no,central,Shootout,Cup,192,no,null,null,null,Quarter-Final,Saved,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
493,156,Füllkrug,R,no,central,Ingame,Cup,191,no,null,null,null,1,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
494,156,Füllkrug,R,no,central,Ingame,League,194,no,Goal,9,6,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,2
495,156,Füllkrug,R,jumping on spot,central,Ingame,League,196,no,Goal,5,2,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
496,156,Füllkrug,R,no,central,Ingame,League,192,no,Goal,9,6,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3
497,157,G.Gonzáles,R,no,central,Shootout,WM,190,no,null,null,null,last sixteen,Goal,DF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5
498,157,G.Gonzáles,R,no,central,Shootout,WM,193,no,Goal,5,5,Quarter-Final,Goal,DF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6
499,158,Gacinovic,R,no,central,Shootout,Cup,195,no,null,null,null,1,Saved,MF,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,5
500,159,Galabinov,R,no,central,Ingame,League,192,no,null,null,null,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,5
501,160,Ganvoula,R,jumping on spot,central,Shootout,Cup,194,no,null,null,null,2,Missed,ST,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,5
502,161,Garay,R,no,central,Shootout,WM,187,no,null,null,null,Semi-Final,Goal,DF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,2
503,162,Gaspar,R,jumping on spot,central,Shootout,EL,192,no,null,null,null,Final,Goal,DF,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2
504,163,Gavranoic,R,jumping on spot,slightly left,Shootout,EM,188,no,null,null,null,last sixteen,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1
505,163,Gavranovic,R,jumping left and right,central,Shootout,EM,190,no,null,null,null,Quarter-Final,Goal,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
506,164,Gekas,R,jumping on spot,central,Shootout,WM,185,no,null,null,null,last sixteen,Goal,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,1
507,165,Gerrard,R,no,central,Shootout,WM,185,no,null,null,null,Quarter-Final,Missed,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,5
508,165,Gerrard,R,no,central,Shootout,EM,192,no,null,null,null,Quarter-Final,Goal,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4
509,166,Giaccherini,R,jumping on spot,central,Shootout,EM,193,no,null,null,null,Quarter-Final,Missed,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,2
510,167,Gimber,L,no,central,Shootout,Cup,192,no,null,null,null,last sixteen,Goal,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3
511,168,Giroud,L,no,central,Shootout,EM,183,no,null,null,null,last sixteen,Goal,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6
512,169,Glatzel,R,jumping on spot,central,Ingame,Cup,192,no,null,null,null,Quarter-Final,null,ST,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2
513,170,Glik,R,no,central,Shootout,EM,183,no,null,null,null,last sixteen,Goal,DF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,4
514,170,Glik,R,no,central,Shootout,EM,190,no,Goal,4,4,Quarter-Final,Goal,DF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
515,171,Golley,R,no,central,Shootout,Cup,192,no,null,null,null,Quarter-Final,Saved,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3
516,172,Golovin,R,no,central,Shootout,WM,192,no,null,null,null,last sixteen,Saved,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,5
517,173,Gomez,R,no,central,Shootout,EL,192,no,null,null,null,Final,Goal,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,5
518,174,González,L,no,central,Ingame,League,190,no,null,null,null,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
519,174,González,L,jumping on spot,central,Ingame,League,189,no,Goal,9,6,null,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
520,174,González,L,jumping on spot,central,Ingame,League,190,no,Goal,7,4,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
521,174,González,L,no,central,Ingame,League,192,no,Goal,7,4,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
522,175,Götze,R,jumping on spot,central,Ingame,League,194,no,null,null,null,null,null,MF,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4
523,176,Granqvist,R,no,central,Ingame,WM,189,no,null,null,null,Group,null,DF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
524,176,Granqvist,R,no,central,Ingame,WM,183,no,Goal,9,6,Group,null,DF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,1
525,177,Gregoritsch,L,no,central,Ingame,League,187,no,null,null,null,null,null,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
526,178,Griezmann,L,no,central,Ingame,League,180,no,null,null,null,null,null,ST,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,6
527,178,Griezmann,L,no,central,Shootout,UCL,190,no,Missed,9,6,last sixteen,Saved,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3
528,178,Griezmann,L,no,central,Ingame,League,185,no,Goal,3,3,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6
529,178,Griezmann,L,no,central,Ingame,League,189,no,Saved,6,6,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
530,178,Griezmann,L,no,central,Shootout,UCL,189,no,Goal,9,6,last sixteen,Goal,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
531,178,Griezmann,L,no,central,Ingame,UCL,187,no,Goal,7,4,Quarter-Final,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
532,178,Griezmann,L,no,central,Ingame,UCL,185,no,Goal,9,6,Final,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,2
533,178,Griezmann,L,jumping on spot,slightly right,Shootout,UCL,185,no,Missed,2,2,Final,Goal,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
534,178,Griezmann,L,jumping on spot,central,Ingame,EM,193,no,Goal,7,4,Semi-Final,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,1
535,178,Griezmann,L,jumping left and right,central,Ingame,UCL,193,no,Goal,4,1,Group,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,3
536,178,Griezmann,L,step left,slightly left,Ingame,League,187,no,Missed,3,3,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4
537,178,Griezmann,L,no,central,Ingame,League,187,no,Saved,4,4,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5
538,178,Griezmann,L,no,central,Ingame,WM-Quali,195,no,Saved,5,5,null,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,3
539,178,Griezmann,L,no,central,Ingame,UCL,189,no,Goal,6,3,Quarter-Final,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
540,178,Griezmann,L,no,central,Ingame,UCL,185,no,Goal,4,4,Semi-Final,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,2
541,178,Griezmann,L,no,central,Ingame,UCL,199,no,Goal,2,2,Group,null,ST,still,0.070700075,0.113257576,0.03610595,0.184324811,0.264883758,0.201626843,5
542,178,Griezmann,L,no,central,Ingame,League,195,no,Goal,5,5,null,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4
543,178,Griezmann,L,no,central,Ingame,League,189,no,Goal,7,4,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3
544,178,Griezmann,L,no,central,Ingame,Friendly,192,no,Goal,6,3,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
545,178,Griezmann,L,step left,slightly left,Ingame,WM,184,no,Goal,9,6,Group,null,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6
546,178,Griezmann,L,no,central,Ingame,WM,189,no,Goal,6,6,last sixteen,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
547,178,Griezmann,L,no,central,Ingame,WM,191,no,Goal,7,4,Final,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
548,178,Griezmann,L,jumping on spot,central,Ingame,NL,193,no,Goal,7,4,Group,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6
549,178,Griezmann,L,no,central,Ingame,League,180,no,Goal,6,6,null,null,ST,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,3
550,178,Griezmann,L,no,central,Ingame,League,196,no,Goal,3,3,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
551,178,Griezmann,L,step left,central,Ingame,League,189,no,Goal,3,3,null,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3
552,178,Griezmann,L,no,central,Ingame,EM-Quali,193,no,Goal,3,3,Group,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,3
553,178,Griezmann,L,no,slightly left,Ingame,EM-Quali,181,no,Missed,3,3,Group,null,ST,still,0.059062144,0.106439394,0.030162554,0.153983125,0.221281273,0.168437072,3
554,178,Griezmann,L,no,central,Shootout,Cup,191,no,Saved,6,3,Semi-Final,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,1
555,178,Griezmann,L,no,central,Ingame,NL,196,no,Missed,1,1,Group,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
556,178,Griezmann,L,no,central,Ingame,League,184,no,Missed,3,3,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4
557,178,Griezmann,L,no,central,Ingame,League,192,no,Saved,7,4,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
558,179,Grifo,R,no,central,Ingame,League,192,no,null,null,null,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
559,179,Grifo,R,no,central,Ingame,League,190,no,Goal,9,6,null,null,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
560,179,Grifo,R,rechts geneigt,central,Ingame,League,187,no,Goal,7,4,null,null,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,2
561,179,Grifo,R,no,central,Ingame,League,183,no,Goal,5,2,null,null,MF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,3
562,179,Grifo,R,no,central,Ingame,League,185,no,Goal,6,3,null,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
563,179,Grifo,R,no,central,Ingame,League,187,no,Goal,7,4,null,null,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
564,179,Grifo,R,jumping on spot,central,Ingame,League,187,no,Goal,6,6,null,null,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,1
565,180,Grosso,L,no,central,Shootout,WM,180,yes,null,null,null,Final,Goal,DF,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,3
566,180,Grosso,L,no,central,Shootout,EM,182,no,Goal,3,3,Quarter-Final,null,DF,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,4
567,181,Grujic,R,no,central,Shootout,Cup,185,yes,null,null,null,2,Saved,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6
568,182,Grym ,R,no,central,Shootout,Cup,187,no,null,null,null,1,Goal,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5
569,183,Guirassy,R,no,central,Shootout,Cup,193,no,null,null,null,2,Goal,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4
570,184,Güiza,R,no,central,Shootout,EM,192,no,null,null,null,Quarter-Final,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
571,185,Gündogan,R,jumping on spot,central,Shootout,Cup,196,no,null,null,null,Final,null,MF,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
572,185,Gündogan,R,no,central,Shootout,Cup,188,no,Goal,9,6,last sixteen,Saved,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4
573,185,Gündogan,R,links geneigt,central,Ingame,UCL,193,no,Goal,7,4,Final,null,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6
574,185,Gündogan,R,no,central,Shootout,Cup,193,no,Goal,9,6,Semi-Final,Missed,MF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,3
575,185,Gündogan,R,no,central,Ingame,Cup,185,no,Goal,3,3,2,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
576,185,Gündogan,R,jumping on spot,central,Shootout,Cup,193,no,Goal,4,4,Quarter-Final,Goal,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,5
577,185,Gündogan,R,no,central,Ingame,League,188,no,Goal,8,5,null,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
578,185,Gündogan,R,jumping on spot,central,Shootout,Cup,191,no,Goal,6,6,Quarter-Final,Goal,MF,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6
579,185,Gündogan,R,no,central,Shootout,Cup,186,no,Goal,9,6,Final,Saved,MF,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
580,185,Gündogan,R,jumping on spot,central,Ingame,EM-Quali,190,no,Goal,7,4,Group,null,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
581,185,Gündogan,R,no,central,Shootout,Cup,191,no,Goal,7,4,Final,Goal,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4
582,185,Gündogan,R,step right,central,Ingame,League,189,no,Goal,4,4,null,null,MF,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6
583,185,Gündogan,R,jumping on spot,central,Ingame,Cup,196,no,Goal,9,6,4,null,MF,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4
584,185,Gündogan,R,no,central,Ingame,League,188,no,Goal,7,4,null,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
585,185,Gündogan,R,no,central,Ingame,League,195,no,Saved,9,6,null,null,MF,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,5
586,185,Gündogan,R,no,central,Ingame,League,191,no,Goal,5,5,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,1
587,185,Gündogan,R,jumping on spot,central,Ingame,WM-Quali,188,no,Missed,1,1,Group,null,MF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5
588,186,Gusev,R,no,central,Shootout,WM,197,yes,null,null,null,last sixteen,Saved,MF,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,4
589,187,Gyan,R,no,central,Ingame,WM,196,no,null,null,null,Group,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3
590,187,Gyan,R,jumping on spot,central,Ingame,WM,196,no,null,null,null,Group,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,1
591,187,Gyan,R,no,central,Ingame,WM,195,no,Goal,4,1,Group,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6
592,187,Gyan,R,no,central,Ingame,WM,190,no,Goal,9,6,Quarter-Final,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,2
593,187,Gyan,R,no,central,Shootout,WM,190,no,Missed,2,2,Quarter-Final,Goal,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3
594,188,Haaland,L,rechts geneigt,central,Ingame,EM-Quali,189,no,null,null,null,Group,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
595,188,Haaland,L,no,central,Ingame,EM-Quali,189,yes,Goal,7,4,Group,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3
596,188,Haaland,L,no,slightly right,Ingame,League,186,no,Goal,3,3,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,3
597,188,Haaland,L,rechts geneigt,central,Ingame,League,198,no,Goal,3,3,null,null,ST,moving,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,4
598,188,Haaland,L,step right,central,Ingame,EM-Quali,187,no,Goal,7,4,Group,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3
599,188,Haaland,L,no,central,Ingame,EL-Quali,188,no,Goal,3,3,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
600,188,Haaland,L,no,central,Ingame,League,198,no,Goal,9,6,null,null,ST,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,6
601,188,Haaland,L,step right,slightly right,Ingame,WM,188,no,Goal,9,6,Group,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4
602,188,Haaland,L,jumping on spot,central,Ingame,Cup,180,no,Goal,7,4,1,null,ST,moving,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,6
603,188,Haaland,L,no,central,Ingame,League,194,no,Goal,9,6,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4
604,188,Haaland,L,no,central,Ingame,UCL,190,no,Goal,7,4,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
605,188,Haaland,L,no,central,Ingame,UCL,190,no,Goal,9,6,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
606,188,Haaland,L,rechts geneigt,central,Ingame,League,183,no,Goal,9,6,null,null,ST,moving,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,4
607,188,Haaland,L,jumping left and right,central,Ingame,League,190,no,Goal,7,4,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,2
608,188,Haaland,L,jumping on spot,central,Ingame,UCL,192,no,Missed,2,2,last sixteen,null,ST,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6
609,188,Haaland,L,jumping on spot,central,Ingame,League,196,no,Goal,9,6,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,1
610,188,Haaland,L,no,central,Ingame,League,195,no,Goal,4,1,null,null,ST,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6
611,189,Hahn,R,jumping on spot,central,Ingame,League,192,no,null,null,null,null,null,ST,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,5
612,190,Haller,R,rechts geneigt,central,Ingame,League,189,no,null,null,null,null,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4
613,190,Haller,R,no,central,Ingame,League,190,no,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6
614,190,Haller,R,no,central,Ingame,League,196,no,Goal,6,6,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6
615,190,Haller,R,rechts geneigt,central,Ingame,EL,190,no,Goal,9,6,last thirty-two,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
616,190,Haller,R,no,central,Shootout,EL,186,no,Goal,7,4,Semi-Final,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4
617,191,Halstenberg,L,null,0,Ingame,League,183,no,null,null,null,null,null,DF,null,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6
618,191,Halstenberg,L,links geneigt,central,Ingame,League,185,no,Goal,9,6,null,null,DF,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4
619,191,Halstenberg,L,no,central,Ingame,League,192,no,Saved,7,4,null,null,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2
620,191,Halstenberg,L,jumping on spot,central,Shootout,Cup,188,yes,Goal,2,2,1,Goal,DF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6
621,191,Halstenberg,L,no,central,Shootout,Cup,192,no,Goal,6,6,2,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,5
622,191,Halstenberg,L,no,central,Ingame,League,198,no,Goal,8,5,null,null,DF,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,6
623,191,Halstenberg,L,no,central,Ingame,Cup,194,yes,Goal,9,6,Quarter-Final,null,DF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,1
624,191,Halstenberg,L,jumping on spot,central,Ingame,League,183,no,Goal,1,1,null,null,DF,moving,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6
625,191,Halstenberg,L,no,central,Ingame,League,190,no,Goal,9,6,null,null,DF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4
626,192,Hansen,R,jumping on spot,central,Shootout,Cup,187,yes,null,null,null,1,Goal,DF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6
